Time (msec),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Additive Adaptation - Bank 1 (ms),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Oil Temperature (°C),* Vehicle Speed (km/h)
220485,6.40,5.37,0.00,0.00,0.00,0.00,13.6,106.5,175.54,0,2033,5.616,47.2,107.2,77
220687,7.23,3.54,0.00,0.00,0.00,0.00,13.6,106.5,174.10,0,2026,5.632,47.2,107.2,77
220884,4.19,1.71,0.00,0.00,0.00,0.00,13.5,106.5,170.24,0,2023,5.360,47.2,107.2,76
221044,2.79,4.66,0.00,0.00,0.00,0.00,13.6,106.5,167.55,0,2014,5.216,47.2,107.2,76
221245,4.00,6.40,0.00,0.00,0.00,0.00,13.6,106.5,164.50,0,2009,5.148,47.2,107.2,76
221444,5.74,6.92,0.00,0.00,0.00,0.00,13.6,106.5,162.76,0,2005,5.216,47.2,106.4,76
221645,7.22,3.23,0.00,0.00,0.00,0.00,13.6,106.5,165.94,0,2000,5.256,47.2,106.4,76
221846,4.75,4.97,0.00,0.00,0.00,0.00,13.6,106.5,166.15,0,1989,5.148,48.0,107.2,75
222045,3.01,6.71,0.00,0.00,0.00,0.00,13.6,106.5,164.84,0,1988,5.088,48.0,107.2,75
222246,5.79,7.67,0.00,0.00,0.00,0.00,13.6,106.5,166.66,0,1983,5.224,48.0,107.2,75
222445,7.36,4.33,0.00,0.00,0.00,0.00,13.6,106.5,164.73,0,1981,5.252,48.0,106.4,75
222644,4.89,2.59,0.00,0.00,0.00,0.00,13.6,106.5,161.09,0,1974,5.104,48.0,106.4,75
222804,3.50,4.50,0.00,0.00,0.00,0.00,13.6,106.5,160.64,0,1971,4.984,48.0,107.2,74
223004,1.88,6.12,0.00,0.00,0.00,0.00,13.6,106.5,159.01,0,1965,4.824,48.0,107.2,74
223204,5.20,3.67,0.00,0.00,0.00,0.00,13.6,106.5,155.39,0,1957,4.908,48.0,107.2,74
223405,6.20,2.16,0.00,0.00,0.00,0.00,13.6,106.5,154.28,0,1953,4.872,48.8,107.2,74
223604,3.11,4.24,0.00,0.00,0.00,0.00,13.6,106.5,151.83,0,1948,4.672,48.8,107.2,74
223803,4.60,5.70,0.00,0.00,0.00,0.00,13.6,106.5,151.74,0,1940,4.716,48.8,106.4,73
223965,5.77,6.65,0.00,0.00,0.00,0.00,13.5,106.5,149.83,0,1937,4.740,48.8,106.4,73
224165,7.33,3.61,0.00,0.00,0.00,0.00,13.6,106.5,373.86,0,1939,7.652,48.8,106.4,73
224365,5.21,1.25,0.00,0.00,0.00,0.00,13.6,106.5,328.85,0,1934,10.308,48.8,106.4,73
224564,2.70,0.66,0.00,0.00,0.00,0.00,13.6,106.5,280.45,0,1941,9.308,48.8,106.4,73
224764,0.28,3.08,0.00,0.00,0.00,0.00,13.6,106.5,253.07,0,1937,8.236,48.8,106.4,73
224964,2.68,5.39,0.00,0.00,0.00,0.00,13.6,106.5,256.74,0,1931,8.016,48.8,107.2,73
225164,4.97,6.19,0.00,0.00,0.00,0.00,13.6,106.5,241.95,0,1940,7.940,48.8,107.2,73
225364,7.21,7.66,0.00,0.00,0.00,0.00,13.6,106.5,240.32,0,1930,7.920,48.8,107.2,73
225564,8.75,4.13,0.00,0.00,0.00,0.00,13.6,106.5,224.02,0,1934,7.704,48.8,107.2,73
225724,6.29,4.45,0.00,0.00,0.00,0.00,13.6,106.5,218.66,0,1937,7.224,48.8,107.2,73
225885,4.61,6.14,0.00,0.00,0.00,0.00,13.6,106.5,207.73,0,1932,6.852,48.8,107.2,72
226085,5.83,8.22,0.00,0.00,0.00,0.00,13.6,106.5,212.92,0,1924,6.832,48.8,107.2,72
226284,7.84,9.32,0.00,0.00,0.00,0.00,13.6,106.5,209.80,0,1926,6.812,48.8,106.4,72
226486,8.95,5.77,0.00,0.00,0.00,0.00,13.6,106.5,212.51,0,1921,6.848,48.8,106.4,72
226685,5.87,3.76,0.00,0.00,0.00,0.00,13.6,106.5,206.56,0,1916,6.568,48.8,106.4,72
226885,3.85,6.23,0.00,0.00,0.00,0.00,13.6,106.5,207.39,0,1915,6.428,48.8,107.2,72
227084,7.49,8.21,0.00,0.00,0.00,0.00,13.6,106.5,202.53,0,1913,6.516,48.8,107.2,72
227284,9.03,5.84,0.00,0.00,0.00,0.00,13.6,106.5,197.96,0,1908,6.560,48.8,106.4,72
227485,6.42,4.02,0.00,0.00,0.00,0.00,13.6,106.5,117.80,0,1898,5.592,48.8,106.4,72
227684,4.94,2.55,0.00,0.00,0.00,0.00,13.6,106.5,47.78,0,1889,3.416,48.8,106.4,72
227884,3.86,1.47,0.00,0.00,0.00,0.00,13.6,106.5,45.83,0,1878,2.436,48.8,106.4,72
228085,2.92,0.53,0.00,0.00,0.00,0.00,13.6,106.5,46.70,0,1843,2.012,48.8,106.4,72
228245,2.19,-0.21,0.00,0.00,0.00,0.00,13.6,106.5,46.32,0,1858,1.856,48.8,106.4,72
228404,1.45,-0.94,0.00,0.00,0.00,0.00,13.6,106.5,46.02,0,1840,1.696,48.8,107.2,72
228564,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,44.97,0,1822,1.492,48.8,107.2,72
228764,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,45.33,0,1807,1.452,48.8,107.2,72
228966,0.00,0.00,0.00,0.00,0.00,0.00,13.5,106.5,44.88,0,1794,1.404,48.8,106.4,69
229163,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,43.69,0,1779,1.352,48.8,106.4,69
229366,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,44.10,0,1763,1.324,48.8,106.4,69
229564,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,42.30,0,1740,1.292,48.8,106.4,69
229724,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,43.46,0,1725,1.268,48.8,106.4,69
229884,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,43.06,0,1709,1.268,48.8,106.4,66
230084,0.00,0.00,0.00,0.00,0.00,0.00,13.5,106.5,44.80,0,1519,1.268,48.8,106.4,66
230285,0.00,0.00,0.00,0.00,0.00,0.00,13.5,106.5,52.85,0,1261,0.912,48.8,107.2,66
230484,0.00,0.00,0.00,0.00,0.00,0.00,13.2,106.5,68.44,0,994,2.536,48.8,107.2,66
230644,1.81,1.79,0.00,0.00,0.00,0.00,13.0,106.5,91.01,0,1007,2.320,48.8,107.2,66
230806,2.22,2.20,0.00,0.00,0.00,0.00,13.5,106.5,68.02,0,1286,1.964,48.8,106.4,62
231005,2.91,2.88,0.00,0.00,0.00,0.00,13.6,106.5,43.55,0,1690,2.012,48.8,106.4,62
231205,3.34,3.46,0.00,0.00,0.00,0.00,13.6,106.5,48.69,0,1967,1.868,48.8,106.4,62
231404,3.34,3.46,0.00,0.00,0.00,0.00,13.6,106.5,49.50,0,1935,1.764,48.8,106.4,62
231604,3.34,3.46,0.00,0.00,0.00,0.00,13.6,106.5,50.54,0,1896,1.664,48.8,106.4,62
231804,3.34,3.46,0.00,0.00,0.00,0.00,13.6,106.5,46.75,0,1871,1.584,48.8,106.4,59
232005,3.34,3.46,0.00,0.00,0.00,0.00,13.6,106.5,47.93,0,1767,1.520,48.8,106.4,59
232205,0.98,1.21,0.00,0.00,0.00,0.00,13.6,106.5,45.13,0,1538,1.360,48.8,106.4,59
232405,0.32,3.58,0.00,0.00,0.00,0.00,13.5,106.5,50.81,0,1284,0.820,48.8,106.4,59
232603,2.54,4.10,0.00,0.00,0.00,0.00,13.2,106.5,62.07,0,1096,1.876,48.8,106.4,59
232805,3.09,4.65,0.00,0.00,0.00,0.00,13.6,106.5,53.12,0,1307,1.456,49.5,107.2,55
233006,3.75,5.30,0.00,0.00,0.00,0.00,13.6,106.5,42.49,0,1536,1.856,49.5,107.2,55
233204,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,40.09,0,1801,1.460,49.5,107.2,55
233364,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,44.52,0,1996,1.440,49.5,106.4,55
233565,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,49.86,0,2256,1.384,49.5,106.4,55
233764,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,53.00,0,2201,1.492,49.5,106.4,55
233963,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,52.61,0,2164,1.508,49.5,106.4,51
234124,0.00,0.00,0.00,0.00,0.00,0.00,13.5,106.5,53.95,0,2136,1.528,49.5,106.4,51
234284,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,52.49,0,2116,1.528,49.5,106.4,51
234444,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,53.17,0,2089,1.532,49.5,106.4,51
234604,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,53.08,0,2066,1.528,49.5,106.4,51
234764,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,52.53,0,2035,1.532,49.5,106.4,51
234924,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,51.85,0,2008,1.508,49.5,107.2,47
235086,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,51.13,0,1982,1.484,49.5,107.2,47
235285,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,50.58,0,1949,1.464,49.5,107.2,47
235484,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,50.03,0,1915,1.436,49.5,107.2,47
235644,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,47.80,0,1888,1.420,49.5,107.2,47
235846,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,46.45,0,1853,1.360,49.5,107.2,43
236046,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,45.11,0,1816,1.340,49.5,107.2,43
236244,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,45.16,0,1783,1.312,49.5,107.2,43
236446,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,43.80,0,1743,1.288,49.5,107.2,43
236644,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,43.84,0,1710,1.280,49.5,107.2,43
236804,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,43.65,0,1686,1.252,49.5,107.2,40
236964,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,43.63,0,1655,1.236,49.5,107.2,40
237165,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,42.80,0,1622,1.224,49.5,107.2,40
237365,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,42.87,0,1587,1.280,50.2,107.2,40
237526,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,42.82,0,1556,1.276,50.2,107.2,40
237726,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,43.82,0,1521,1.288,50.2,107.2,40
237924,0.00,0.00,0.00,0.00,0.00,0.00,13.6,106.5,45.56,0,1493,1.108,50.2,107.2,35
238086,0.03,0.00,0.00,0.00,0.00,0.00,13.5,106.5,53.00,0,1467,1.264,50.2,107.2,35
238284,0.67,0.64,0.00,0.00,0.00,0.00,13.6,106.5,74.00,0,1445,1.620,50.2,107.2,35
238446,1.19,1.15,0.00,0.00,0.00,0.00,13.5,106.5,87.77,0,1408,1.992,50.2,107.2,35
238644,1.83,1.80,0.00,0.00,0.00,0.00,13.6,106.5,91.71,0,1408,2.512,50.2,107.2,35
238805,2.34,2.31,0.00,0.00,0.00,0.00,13.6,106.5,96.99,0,1360,2.620,50.2,107.2,32
239005,2.98,2.95,0.00,0.00,0.00,0.00,13.6,106.5,98.36,0,1341,2.780,50.2,107.2,32
239205,3.46,3.59,0.00,0.00,0.00,0.00,13.6,106.5,102.62,0,1326,2.872,50.2,107.2,32
239405,3.46,4.30,0.00,0.00,0.00,0.00,13.5,106.5,107.54,0,1317,2.992,51.0,107.2,32
239605,3.46,5.04,0.00,0.00,0.00,0.00,13.5,106.5,121.02,0,1308,3.196,51.0,107.2,32
239804,3.46,5.77,0.00,0.00,0.00,0.00,13.6,106.5,140.91,0,1291,3.564,51.0,107.2,28
239965,3.80,6.37,0.00,0.00,0.00,0.00,13.6,106.5,176.81,0,1288,4.108,51.0,107.2,28
240164,4.74,7.31,0.00,0.00,0.00,0.00,13.6,106.5,226.97,0,1291,5.660,51.0,107.2,28
240366,5.99,8.56,0.00,0.00,0.00,0.00,13.6,106.5,307.04,0,1298,7.952,51.0,107.2,28
240565,6.95,9.51,0.00,0.00,0.00,0.00,13.6,106.5,362.07,0,1304,10.212,51.0,107.2,28
240724,6.95,9.51,0.00,0.00,0.00,0.00,13.6,106.5,383.12,0,1323,11.936,51.0,107.2,28
240886,6.95,9.51,0.00,0.00,0.00,0.00,13.6,106.5,340.57,0,1366,11.960,51.0,107.2,28
241085,4.00,6.84,0.00,0.00,0.00,0.00,13.6,106.5,341.16,0,1388,11.468,51.0,107.2,28
241286,2.14,4.98,0.00,0.00,0.00,0.00,13.6,106.5,354.21,0,1427,11.408,51.8,107.2,28
241484,2.30,3.01,0.00,0.00,0.00,0.00,13.6,106.5,350.97,0,1460,11.392,51.8,107.2,28
241646,3.91,1.40,0.00,0.00,0.00,0.00,13.5,106.5,358.09,0,1493,11.588,51.8,107.2,28
241844,5.99,2.90,0.00,0.00,0.00,0.00,13.6,106.5,365.40,0,1524,11.804,51.0,107.2,31
242046,8.10,5.01,0.00,0.00,0.00,0.00,13.6,106.5,359.83,0,1563,12.224,51.0,107.2,31
242246,6.11,7.19,0.00,0.00,0.00,0.00,13.6,106.5,360.06,0,1616,11.972,51.0,107.2,31
242445,3.87,4.08,0.00,0.00,0.00,0.00,13.6,106.5,361.65,0,1655,11.656,50.2,107.2,31
242644,4.35,4.08,0.00,0.00,0.00,0.00,13.6,106.5,355.72,0,1706,11.860,50.2,107.2,31
242804,6.28,6.01,0.00,0.00,0.00,0.00,13.6,106.5,360.91,0,1743,11.964,49.5,107.2,36
242965,7.11,7.45,0.00,0.00,0.00,0.00,13.6,106.5,362.16,0,1783,11.984,49.5,107.2,36
243165,2.80,3.50,0.00,0.00,0.00,0.00,13.5,106.5,361.33,0,1814,11.524,49.5,107.2,36
243365,6.72,6.44,0.00,0.00,0.00,0.00,13.6,106.5,362.39,0,1870,11.992,48.8,107.2,36
243526,5.82,8.49,0.00,0.00,0.00,0.00,13.5,106.5,358.62,0,1909,11.860,48.8,107.2,36
243724,3.13,5.59,0.00,0.00,0.00,0.00,13.6,106.5,369.55,0,1954,11.712,48.8,107.2,36
243885,4.98,3.36,0.00,0.00,0.00,0.00,13.6,106.5,364.96,0,1990,11.916,48.0,107.2,41
244085,7.39,7.45,0.00,0.00,0.00,0.00,13.5,106.5,367.12,0,2035,12.228,48.0,107.2,41
244285,3.20,6.88,0.00,0.00,0.00,0.00,13.6,106.5,363.68,0,2081,11.716,47.2,107.2,41
244484,0.27,3.95,0.00,0.00,0.00,0.00,13.6,106.5,363.64,0,2127,11.416,47.2,107.2,41
244685,4.45,5.79,0.00,0.00,0.00,0.00,13.6,106.5,359.30,0,2176,11.852,47.2,107.2,41
244886,4.14,5.32,0.00,0.00,0.00,0.00,13.6,106.5,360.34,0,2216,11.692,47.2,107.2,47
245085,1.11,2.30,0.00,0.00,0.00,0.00,13.6,106.5,356.16,0,2277,11.308,47.2,107.2,47
245287,3.51,3.79,0.00,0.00,0.00,0.00,13.6,106.5,351.69,0,2306,11.372,46.5,107.2,47
245486,6.54,6.82,0.00,0.00,0.00,0.00,13.6,105.8,355.14,0,2350,11.624,46.5,107.2,47
245685,5.25,5.22,0.00,0.00,0.00,0.00,13.6,105.8,349.04,0,2399,11.412,46.5,107.2,47
245845,2.76,2.73,0.00,0.00,0.00,0.00,13.6,105.8,355.76,0,2424,11.128,45.8,107.2,51
246044,5.79,7.15,0.00,0.00,0.00,0.00,13.6,105.8,353.39,0,2460,11.436,45.8,107.2,51
246204,6.91,4.47,0.00,0.00,0.00,0.00,13.5,105.8,346.20,0,2495,11.424,45.8,107.2,51
246404,2.91,1.27,0.00,0.00,0.00,0.00,13.6,105.8,345.50,0,2516,10.944,45.8,107.2,51
246604,3.67,5.95,0.00,0.00,0.00,0.00,13.6,105.8,345.80,0,2554,10.968,45.8,107.2,51
246804,6.96,8.42,0.00,0.00,0.00,0.00,13.6,105.8,344.89,0,2593,11.156,45.0,107.2,56
247004,4.93,4.17,0.00,0.00,0.00,0.00,13.6,105.8,340.42,0,2627,10.876,45.0,107.2,56
247205,1.54,6.19,0.00,0.00,0.00,0.00,13.6,105.8,335.67,0,2656,10.496,45.0,107.2,56
247405,3.92,6.06,0.00,0.00,0.00,0.00,13.6,105.8,326.50,0,2705,10.536,45.0,107.2,56
247605,6.46,2.70,0.00,0.00,0.00,0.00,13.6,105.8,199.99,0,2715,8.296,45.0,107.2,56
247806,2.67,-0.17,0.00,0.00,0.00,0.00,13.6,105.8,52.06,0,2720,4.324,44.2,107.2,59
248006,0.73,-2.11,0.00,0.00,0.00,0.00,13.6,105.0,58.87,0,2712,2.636,44.2,107.2,59
248206,-0.77,-3.62,0.00,0.00,0.00,0.00,13.6,105.0,60.09,0,2680,2.192,44.2,107.2,59
248405,-2.15,-1.89,0.00,0.00,0.00,0.00,13.6,105.0,59.99,0,2685,1.968,43.5,107.2,59
248605,-4.06,-0.96,0.00,0.00,0.00,0.00,13.6,105.0,596.16,0,2765,12.176,43.5,107.2,59
248805,-0.71,-2.43,0.00,0.00,0.00,0.00,13.5,105.0,401.72,0,2717,12.668,43.5,107.2,61
249004,2.01,-0.13,0.00,0.00,0.00,0.00,13.6,104.2,387.27,0,2779,12.528,43.5,107.2,61
249165,5.07,2.92,0.00,0.00,0.00,0.00,13.6,104.2,379.22,0,2805,12.380,43.5,107.2,61
249365,2.04,6.72,0.00,0.00,0.00,0.00,13.6,104.2,375.08,0,2847,11.764,42.8,107.2,61
249565,2.47,3.71,0.00,0.00,0.00,0.00,13.6,104.2,373.45,0,2893,11.692,42.8,107.2,61
249765,6.31,4.47,0.00,0.00,0.00,0.00,13.6,104.2,354.74,0,2932,11.836,42.8,107.2,61
249965,4.08,3.88,0.00,0.00,0.00,0.00,13.6,104.2,213.34,0,2955,8.052,42.8,107.2,63
250166,0.94,0.74,0.00,0.00,0.00,0.00,13.6,104.2,74.72,0,2955,4.300,42.8,107.2,63
250364,-1.22,-1.42,0.00,0.00,0.00,0.00,13.6,104.2,67.09,0,2939,2.708,42.0,107.2,63
250566,-2.89,-3.09,0.00,0.00,0.00,0.00,13.6,103.5,66.56,0,2941,2.208,42.0,107.2,63
250764,-4.41,-1.77,0.00,0.00,0.00,0.00,13.6,103.5,65.58,0,2922,1.980,42.0,107.2,63
250965,-2.15,-0.30,0.00,0.00,0.00,0.00,13.6,103.5,64.78,0,2915,1.936,41.2,107.2,66
251165,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,65.69,0,2896,1.700,41.2,107.2,66
251364,0.00,0.00,0.00,0.00,0.00,0.00,13.5,103.5,64.23,0,2875,1.676,41.2,107.2,66
251564,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,65.54,0,2860,1.668,41.2,107.2,66
251765,0.00,0.00,0.00,0.00,0.00,0.00,13.6,103.5,64.67,0,2834,1.660,41.2,107.2,66
251965,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,65.03,0,2818,1.652,42.0,107.2,65
252164,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,62.89,0,2804,1.640,42.0,107.2,65
252324,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,63.21,0,2790,1.628,42.0,107.2,65
252485,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,63.51,0,2777,1.624,42.0,107.2,65
252684,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,62.53,0,2753,1.624,42.0,107.2,65
252884,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,63.02,0,2732,1.616,42.8,107.2,62
253044,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,62.38,0,2715,1.612,42.8,107.2,62
253205,0.00,0.00,0.00,0.00,0.00,0.00,13.5,102.8,61.81,0,2696,1.608,42.8,107.2,62
253407,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.0,62.02,0,2686,1.596,42.8,107.2,62
253606,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.0,61.64,0,2658,1.588,42.8,107.2,62
253804,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.0,61.05,0,2638,1.584,43.5,107.2,61
254005,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.0,61.11,0,2613,1.572,43.5,107.2,61
254165,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.0,60.35,0,2600,1.568,43.5,107.2,61
254325,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.0,59.52,0,2589,1.696,43.5,107.2,61
254524,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.0,59.35,0,2573,1.692,43.5,107.2,61
254725,0.19,0.13,0.00,0.00,0.00,0.00,13.7,102.0,64.01,0,2581,1.800,43.5,107.2,61
254925,1.47,1.41,0.00,0.00,0.00,0.00,13.6,102.0,77.11,0,2575,2.072,44.2,107.2,58
255084,2.50,2.44,0.00,0.00,0.00,0.00,13.6,102.0,78.64,0,2578,2.256,44.2,107.2,58
255246,3.53,3.46,0.00,0.00,0.00,0.00,13.6,102.0,79.61,0,2564,2.336,44.2,107.2,58
255445,4.81,4.74,0.00,0.00,0.00,0.00,13.6,101.2,79.38,0,2554,2.400,44.2,107.2,58
255645,5.19,6.02,0.00,0.00,0.00,0.00,13.6,101.2,77.11,0,2557,2.396,44.2,107.2,58
255845,5.19,7.31,0.00,0.00,0.00,0.00,13.6,101.2,59.93,0,2549,2.148,45.0,107.2,57
256046,5.19,7.31,0.00,0.00,0.00,0.00,13.6,101.2,59.46,0,2522,1.944,45.0,107.2,57
256244,5.19,7.31,0.00,0.00,0.00,0.00,13.6,101.2,58.74,0,2529,1.880,45.0,107.2,57
256445,2.70,7.31,0.00,0.00,0.00,0.00,13.6,101.2,58.99,0,2518,1.816,45.0,107.2,57
256604,1.67,7.31,0.00,0.00,0.00,0.00,13.6,101.2,58.12,0,2508,1.796,45.0,107.2,57
256806,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,60.54,0,2477,1.668,45.0,107.2,57
257005,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,58.55,0,2466,1.672,45.0,107.2,57
257204,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,58.87,0,2453,1.664,45.0,107.2,57
257365,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,58.61,0,2440,1.668,45.8,107.2,57
257527,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,58.51,0,2421,1.656,45.8,107.2,57
257724,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,57.83,0,2401,1.656,45.8,107.2,57
257885,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,56.92,0,2391,1.652,45.8,107.2,54
258086,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,56.73,0,2374,1.636,45.8,107.2,54
258285,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,55.43,0,2354,1.632,45.8,107.2,54
258444,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,56.45,0,2337,1.628,45.8,107.2,54
258644,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,54.95,0,2325,1.616,45.8,107.2,54
258805,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,56.45,0,2312,1.608,46.5,107.2,53
259004,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,56.26,0,2295,1.608,46.5,107.2,53
259165,0.00,0.00,0.00,0.00,0.00,0.00,13.7,101.2,56.13,0,2276,1.600,46.5,107.2,53
259365,0.00,0.00,0.00,0.00,0.00,0.00,13.5,101.2,55.37,0,2257,1.596,46.5,107.2,53
259526,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,55.16,0,2240,1.588,46.5,107.2,53
259725,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,55.14,0,2216,1.588,46.5,107.2,53
259884,0.00,0.00,0.00,0.00,0.00,0.00,13.7,101.2,54.84,0,2203,1.580,46.5,107.2,51
260044,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,54.71,0,2182,1.580,46.5,107.2,51
260205,0.00,0.00,0.00,0.00,0.00,0.00,13.6,101.2,53.78,0,2169,1.560,46.5,107.2,51
260405,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,52.57,0,2139,1.552,46.5,107.2,51
260604,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,53.17,0,2115,1.540,46.5,107.2,51
260765,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,53.48,0,2103,1.540,46.5,107.2,51
260924,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,53.97,0,2084,1.536,47.2,107.2,48
261084,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,53.04,0,2068,1.540,47.2,107.2,48
261245,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,52.98,0,2044,1.536,47.2,107.2,48
261406,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,52.89,0,2021,1.528,47.2,107.2,48
261606,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,53.36,0,2004,1.512,47.2,107.2,48
261805,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,51.30,0,1976,1.504,47.2,107.2,46
261964,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,52.57,0,1954,1.488,47.2,107.2,46
262125,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,50.56,0,1950,1.468,47.2,107.2,46
262326,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,49.73,0,1926,1.456,47.2,107.2,46
262526,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,48.86,0,1904,1.440,47.2,107.2,46
262725,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,47.21,0,1882,1.412,47.2,107.2,46
262925,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,47.87,0,1856,1.392,47.2,107.2,43
263085,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,46.09,0,1838,1.356,47.2,107.2,43
263284,0.00,0.00,0.00,0.00,0.00,0.00,13.7,100.5,45.94,0,1813,1.336,48.0,107.2,43
263484,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,45.81,0,1788,1.320,48.0,107.2,43
263646,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,45.52,0,1769,1.312,48.0,107.2,43
263846,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,44.52,0,1746,1.284,48.0,107.2,40
264046,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,44.35,0,1722,1.268,48.0,107.2,40
264245,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,43.25,0,1701,1.268,48.0,107.2,40
264405,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,43.76,0,1682,1.252,48.0,107.2,40
264605,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,43.52,0,1659,1.240,48.0,107.2,40
264804,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,42.38,0,1638,1.244,48.0,107.2,38
