Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
168646,13.6,100.5,0,348.81,4212,11.736,22.50,51.8,12.36,17.26,264.50,104.1,53,0.00,0.00,-0.00,0.00
168844,13.5,100.5,0,345.63,4291,11.272,22.88,50.2,8.86,17.26,267.00,104.1,60,0.00,0.00,-0.00,0.00
169046,13.5,100.5,0,339.97,4444,11.528,22.88,50.2,13.83,15.09,272.00,104.1,60,0.00,0.00,-0.00,0.00
169244,13.5,100.5,0,344.06,4488,11.488,22.88,48.8,12.42,10.06,278.00,104.1,60,0.00,0.00,-0.00,0.00
169444,13.6,100.5,0,339.12,4578,11.212,23.25,48.8,10.27,11.94,279.50,104.1,60,0.00,0.00,-0.00,0.00
169644,13.5,100.5,0,229.89,4633,9.884,24.38,48.8,14.36,14.74,191.75,104.1,60,0.00,0.00,-0.00,0.00
169845,13.6,100.5,0,72.58,4420,2.500,0.38,48.0,0.00,0.00,57.75,104.1,66,0.00,0.00,-0.00,0.00
170044,13.5,100.5,0,75.10,4105,2.392,10.50,48.0,0.00,0.00,55.50,104.1,66,0.00,0.00,-0.00,0.00
170245,13.6,100.5,0,526.61,3734,12.108,13.12,47.2,2.20,2.36,354.00,104.1,66,0.00,0.00,-0.00,0.00
170445,13.6,100.5,0,404.45,3097,13.336,17.62,47.2,2.20,2.36,225.50,104.1,66,0.00,0.00,-0.00,0.00
170604,13.6,100.5,0,405.87,3134,12.944,18.00,47.2,2.86,3.24,229.00,104.1,66,0.00,0.00,-0.00,0.00
170766,13.5,100.5,0,411.28,3211,13.192,18.38,47.2,6.40,6.78,237.75,105.6,70,0.00,0.00,-0.00,0.00
170925,13.6,100.5,0,406.36,3267,13.548,18.38,47.2,9.94,10.33,239.00,105.6,70,0.00,0.00,-0.00,0.00
171086,13.5,100.5,0,403.67,3306,13.956,18.38,47.2,13.53,13.92,240.25,105.6,70,0.00,0.00,-0.00,0.00
171285,13.5,100.5,0,401.91,3348,14.356,18.38,46.5,18.02,18.41,242.25,105.6,70,0.00,0.00,-0.00,0.00
171444,13.6,100.5,0,395.24,3387,14.776,18.38,46.5,21.68,19.32,241.00,105.6,70,0.00,0.00,-0.00,0.00
171606,13.6,100.5,0,400.89,3412,15.148,18.38,46.5,24.42,19.32,246.25,105.6,70,0.00,0.00,-0.00,0.00
171805,13.6,100.5,0,403.75,3460,15.192,18.38,46.5,24.42,16.24,251.50,105.6,74,0.00,0.00,-0.00,0.00
172005,13.5,100.5,0,403.03,3511,15.032,18.38,46.5,22.96,19.50,254.75,105.6,74,0.00,0.00,-0.00,0.00
172166,13.6,100.5,0,406.23,3538,14.620,18.38,46.5,19.22,23.24,258.75,105.6,74,0.00,0.00,-0.00,0.00
172364,13.6,100.5,0,405.11,3589,14.868,19.12,45.8,21.04,23.71,261.75,105.6,74,0.00,0.00,-0.00,0.00
172526,13.5,100.5,0,403.05,3652,14.932,19.12,45.8,21.52,23.71,265.00,105.6,74,0.00,0.00,-0.00,0.00
172726,13.6,100.5,0,389.71,3681,14.620,19.50,45.8,21.52,18.93,258.25,105.6,80,0.00,0.00,-0.00,0.00
172926,13.5,100.5,0,115.04,3971,9.088,12.00,45.8,18.46,15.15,82.25,105.6,80,0.00,0.00,-0.00,0.00
173125,13.6,100.5,0,77.70,3949,2.660,4.88,45.8,0.00,0.00,55.25,105.6,80,0.00,0.00,-0.00,0.00
173284,13.5,100.5,0,74.84,3748,2.596,9.75,45.0,0.00,0.00,50.50,105.6,80,0.00,0.00,-0.00,0.00
173445,13.6,100.5,0,255.36,3589,5.512,26.62,45.0,2.90,3.00,165.00,105.6,80,0.00,0.00,-0.00,0.00
173645,13.6,100.5,0,348.68,2732,9.520,19.50,45.0,4.04,5.04,171.50,105.6,80,0.00,0.00,-0.00,0.00
173805,13.6,100.5,0,309.50,2710,9.780,20.62,45.0,4.04,5.04,151.00,105.6,82,0.00,0.00,-0.00,0.00
173965,13.6,101.2,0,301.70,2711,9.480,21.00,45.0,4.04,5.04,147.25,105.6,82,0.00,0.00,-0.00,0.00
174164,13.6,101.2,0,292.29,2708,9.568,21.00,45.0,7.34,7.51,142.50,105.6,82,0.00,0.00,-0.00,0.00
174326,13.6,101.2,0,287.53,2724,9.460,21.75,45.0,9.98,10.15,141.00,105.6,82,0.00,0.00,-0.00,0.00
174525,13.6,101.2,0,286.95,2739,9.684,21.75,45.0,12.93,13.42,141.50,105.6,82,0.00,0.00,-0.00,0.00
174724,13.6,101.2,0,283.37,2759,9.580,22.12,45.0,12.93,13.42,140.75,105.6,83,0.00,0.00,-0.00,0.00
174884,13.6,101.2,0,284.07,2757,9.452,22.12,45.0,12.93,13.42,141.00,105.6,83,0.00,0.00,-0.00,0.00
175044,13.6,101.2,0,284.05,2767,9.632,22.12,45.0,12.93,13.42,141.50,105.6,83,0.00,0.00,-0.00,0.00
175204,13.6,101.2,0,285.03,2777,9.280,22.12,45.0,9.55,10.05,142.50,105.6,83,0.00,0.00,-0.00,0.00
175365,13.6,101.2,0,268.73,2780,8.936,22.12,45.8,6.91,7.41,134.50,105.6,83,0.00,0.00,-0.00,0.00
175526,13.6,101.2,0,223.47,2790,7.700,24.00,45.8,4.31,4.81,112.25,105.6,83,0.00,0.00,-0.00,0.00
175724,13.6,101.2,0,184.31,2780,6.440,25.88,45.8,1.31,1.81,92.25,105.6,85,0.00,0.00,-0.00,0.00
175884,13.6,101.2,0,171.83,2788,5.540,27.75,45.8,-0.92,-0.42,86.25,105.6,85,0.00,0.00,-0.00,0.00
176045,13.6,101.2,0,164.24,2790,5.344,29.25,45.8,1.53,0.97,82.50,105.6,85,0.00,0.00,-0.00,0.00
176245,13.6,101.2,0,167.40,2779,5.144,29.25,45.8,4.02,3.46,83.75,105.6,85,0.00,0.00,-0.00,0.00
176446,13.5,101.2,0,164.56,2793,5.148,29.25,45.8,6.49,5.93,82.75,105.6,85,0.00,0.00,-0.00,0.00
176646,13.6,101.2,0,163.42,2787,5.264,29.25,45.8,8.97,8.40,82.00,105.6,85,0.00,0.00,-0.00,0.00
176845,13.6,101.2,0,164.41,2787,5.320,29.25,46.5,9.71,9.39,82.50,105.6,85,0.00,0.00,-0.00,0.00
177005,13.6,101.2,0,166.17,2791,5.320,29.25,46.5,9.71,9.39,83.50,105.6,85,0.00,0.00,-0.00,0.00
177165,13.6,101.2,0,163.86,2788,5.316,29.25,46.5,9.71,9.39,82.25,105.6,85,0.00,0.00,-0.00,0.00
177365,13.5,101.2,0,143.86,2780,5.068,29.25,46.5,9.71,9.39,72.00,105.6,85,0.00,0.00,-0.00,0.00
177566,13.6,101.2,0,93.60,2774,3.816,28.50,46.5,6.57,6.37,46.75,105.6,85,0.00,0.00,-0.00,0.00
177766,13.6,101.2,0,74.23,2750,2.936,27.38,47.2,4.82,4.62,36.75,105.6,85,0.00,0.00,-0.00,0.00
177966,13.6,101.2,0,71.11,2753,2.488,26.25,47.2,3.28,3.07,35.25,105.6,85,0.00,0.00,-0.00,0.00
178166,13.6,101.2,0,70.73,2748,2.200,25.50,47.2,1.86,1.65,35.00,105.6,85,0.00,0.00,-0.00,0.00
178365,13.6,102.0,0,71.79,2727,2.156,25.12,47.2,3.45,4.44,35.25,105.6,85,0.00,0.00,-0.00,0.00
178565,13.6,102.0,0,71.13,2733,2.184,25.12,47.2,4.82,5.82,35.00,105.6,85,0.00,0.00,-0.00,0.00
178765,13.6,102.0,0,78.70,2717,2.320,25.50,48.0,6.19,7.19,38.50,105.6,84,0.00,0.00,-0.00,0.00
178964,13.6,102.0,0,77.45,2707,2.428,25.50,48.0,7.57,8.56,37.75,105.6,84,0.00,0.00,-0.00,0.00
179126,13.6,102.0,0,77.77,2696,2.464,25.50,48.0,8.32,9.66,37.75,105.6,84,0.00,0.00,-0.00,0.00
179324,13.6,102.0,0,81.20,2685,2.756,25.50,48.0,8.32,11.03,39.25,105.6,84,0.00,0.00,-0.00,0.00
179485,13.6,102.0,0,160.96,2683,4.252,28.12,48.0,8.32,11.38,77.75,105.6,84,0.00,0.00,-0.00,0.00
