Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
199042,13.5,56.2,94.49,0,1161,2.348,5.62,33.0,0.13,0.11,42.0,36.0,26,0.10,0.12,2.45,2.75
199201,13.4,56.2,133.31,0,1125,3.960,14.62,33.0,0.55,0.53,42.0,36.0,26,0.10,0.12,2.45,2.75
199401,13.5,56.2,352.35,0,1139,7.896,14.25,33.0,1.20,1.17,42.0,36.0,24,0.10,0.12,2.45,2.75
199602,13.5,56.2,396.59,0,1180,11.800,10.50,33.0,2.32,2.29,42.0,36.0,24,0.10,0.12,2.45,2.75
199803,13.5,56.2,358.70,0,1204,12.964,4.50,33.0,2.98,2.73,42.0,36.0,24,0.10,0.12,2.45,2.75
200003,13.4,56.2,314.99,0,1230,12.268,-1.88,33.0,2.98,2.73,42.0,36.0,24,0.10,0.12,2.45,2.75
200204,13.4,56.2,304.46,0,1268,11.548,-5.62,33.0,0.38,-0.20,42.0,36.0,24,0.10,0.12,2.45,2.75
200403,13.5,56.2,303.14,0,1301,10.940,-4.50,33.8,-1.27,-1.84,42.0,36.0,27,0.10,0.12,2.45,2.75
200603,13.5,56.2,296.89,0,1333,10.420,-4.50,33.8,-2.95,-3.52,42.0,36.0,27,0.10,0.12,2.45,2.75
200803,13.5,56.2,291.17,0,1364,9.968,-3.75,33.8,-4.69,-5.26,42.0,36.0,27,0.10,0.12,2.45,2.75
201002,13.4,56.2,281.32,0,1392,9.476,-2.62,33.8,-6.43,-7.00,42.0,36.0,27,0.10,0.12,2.45,2.75
201203,13.4,56.2,285.62,0,1410,9.104,-1.50,33.8,-5.66,-6.58,42.0,36.0,27,0.10,0.12,2.45,2.75
201402,13.5,56.2,277.14,0,1428,8.984,-1.12,33.8,-3.92,-4.84,42.0,36.0,30,0.10,0.12,2.45,2.75
201603,13.5,56.2,260.79,0,1507,8.788,17.25,33.8,-2.17,-3.09,42.0,36.0,30,0.10,0.12,2.45,2.75
201802,13.5,56.2,239.17,0,1527,8.300,18.00,33.8,-0.37,-1.29,42.0,36.0,30,0.10,0.12,2.45,2.75
202003,13.4,56.2,240.51,0,1559,8.156,18.38,33.8,1.38,0.46,42.0,36.0,30,0.10,0.12,2.45,2.75
202204,13.4,56.2,243.09,0,1588,8.156,18.38,33.8,3.13,2.21,42.0,36.0,30,0.10,0.12,2.45,2.75
202404,13.5,56.2,228.43,0,1617,8.052,19.12,33.0,4.89,3.97,42.0,36.0,34,0.10,0.12,2.45,2.75
202603,13.5,56.2,205.88,0,1639,7.520,19.88,33.0,4.99,4.94,42.0,36.0,34,0.10,0.12,2.45,2.75
202803,13.5,56.2,178.17,0,1668,6.408,21.00,33.0,4.99,4.94,42.0,36.0,34,0.10,0.12,2.45,2.75
203004,13.5,56.2,52.04,0,1654,3.764,17.62,33.0,4.99,4.94,42.0,36.0,34,0.10,0.12,2.45,2.75
203204,13.5,56.2,42.93,0,1682,2.644,12.75,33.0,4.99,4.94,42.0,36.0,34,0.10,0.12,2.45,2.75
203405,13.5,56.2,41.85,0,1692,1.904,7.50,33.0,1.94,2.25,42.0,36.0,37,0.10,0.12,2.45,2.75
203602,13.4,56.2,42.99,0,1679,1.616,2.25,33.0,1.11,1.42,42.0,36.0,37,0.10,0.12,2.45,2.75
203763,13.5,56.2,43.31,0,1667,1.536,-1.50,33.0,2.74,0.76,42.0,36.0,37,0.10,0.12,2.45,2.75
203923,13.4,56.2,43.42,0,1663,1.352,-3.38,33.0,0.00,0.00,42.0,36.0,37,0.10,0.12,2.45,2.75
204122,13.5,56.2,42.89,0,1651,1.308,-3.38,33.0,0.00,0.00,42.0,36.0,37,0.10,0.12,2.45,2.75
204324,13.4,56.2,43.27,0,1636,1.308,-3.75,33.0,0.00,0.00,42.0,36.0,37,0.10,0.12,2.45,2.75
204524,13.4,56.2,42.70,0,1626,1.328,-3.75,33.0,0.00,0.00,42.0,36.0,37,0.10,0.12,2.45,2.75
204723,13.5,56.2,42.15,0,1614,1.332,-3.75,33.0,0.00,0.00,42.0,36.0,37,0.10,0.12,2.45,2.75
204924,13.5,56.2,43.35,0,1601,1.336,-3.75,33.0,0.00,0.00,42.0,36.0,37,0.10,0.12,2.45,2.75
205123,13.5,56.2,42.76,0,1591,1.392,-3.75,33.0,0.00,0.00,42.0,36.0,37,0.10,0.12,2.45,2.75
205284,13.5,56.2,43.19,0,1575,1.388,-4.12,33.0,0.00,0.00,42.0,36.0,37,0.10,0.12,2.45,2.75
205484,13.5,56.2,43.52,0,1563,1.376,-4.12,33.0,0.00,0.00,42.0,36.0,36,0.10,0.12,2.45,2.75
205684,13.5,56.2,44.75,0,1551,1.388,-4.50,33.0,0.00,0.00,42.0,36.0,36,0.10,0.12,2.45,2.75
205881,13.5,56.2,45.94,0,1541,1.408,-4.50,33.0,0.00,0.00,42.0,36.0,36,0.10,0.12,2.45,2.75
206044,13.4,56.2,53.36,0,1535,1.484,11.25,33.0,0.11,0.15,42.0,36.0,36,0.10,0.12,2.45,2.75
206244,13.5,56.2,94.23,0,1503,2.392,20.62,33.0,0.84,0.88,42.0,36.0,36,0.10,0.12,2.45,2.75
206443,13.5,56.2,124.60,0,1549,3.740,24.75,33.0,1.54,1.58,42.8,36.0,34,0.10,0.12,2.45,2.75
206644,13.5,56.2,145.11,0,1512,4.560,23.62,33.0,2.36,2.40,42.8,36.0,34,0.10,0.12,2.45,2.75
206843,13.5,56.2,144.88,0,1524,4.764,24.00,33.0,2.53,2.69,42.8,36.0,34,0.10,0.12,2.45,2.75
207043,13.5,56.2,149.98,0,1537,4.860,24.00,33.0,2.53,2.69,42.8,36.0,34,0.10,0.12,2.45,2.75
207243,13.4,56.2,151.57,0,1530,5.228,24.00,33.0,2.53,2.69,42.8,36.0,34,0.10,0.12,2.45,2.75
207403,13.5,56.2,181.85,0,1596,5.568,23.62,33.0,-0.36,-0.35,42.8,36.0,34,0.10,0.12,2.45,2.75
207563,13.5,56.2,195.65,0,1597,5.960,23.62,33.0,-1.39,-1.38,42.8,36.0,34,0.10,0.12,2.45,2.75
207764,13.5,56.2,257.99,0,1604,7.348,20.25,33.0,-2.76,-2.75,42.8,36.0,34,0.10,0.12,2.45,2.75
207963,13.4,56.2,257.76,0,1627,8.160,21.00,33.0,-4.46,-4.45,42.8,36.8,34,0.10,0.12,2.45,2.75
208165,13.4,56.2,372.63,0,1677,10.752,19.12,33.0,-6.39,-6.38,42.8,36.8,34,0.10,0.12,2.45,2.75
208363,13.5,56.2,318.95,0,1698,10.680,9.38,33.0,-8.54,-8.53,42.8,36.8,36,0.10,0.12,2.45,2.75
208523,13.5,56.2,320.65,0,1728,10.236,3.00,33.0,-10.32,-10.31,42.8,36.8,36,0.10,0.12,2.45,2.75
208684,13.5,56.2,315.18,0,1758,10.116,0.75,33.0,-8.88,-12.14,42.8,36.8,36,0.10,0.12,2.45,2.75
208884,13.5,56.2,311.96,0,1785,10.156,1.12,33.8,-6.57,-8.39,42.8,36.8,36,0.10,0.12,2.45,2.75
209081,13.5,56.2,312.85,0,1811,10.228,1.12,33.8,-4.19,-6.01,42.8,36.8,36,0.10,0.12,2.45,2.75
209242,13.5,56.2,311.03,0,1844,10.228,1.88,33.8,-2.30,-4.12,42.8,36.8,36,0.10,0.12,2.45,2.75
209404,13.5,56.2,315.65,0,1861,10.556,2.25,33.0,-0.40,-2.22,42.8,36.8,40,0.10,0.12,2.45,2.75
209603,13.5,57.0,364.60,0,1893,12.132,0.75,33.0,2.08,0.26,42.8,36.8,40,0.10,0.12,2.45,2.75
209804,13.5,57.0,355.42,0,1934,12.344,1.12,33.0,4.72,2.89,42.8,36.8,40,0.10,0.12,2.45,2.75
210004,13.5,57.0,370.13,0,1966,12.924,0.38,33.0,7.38,5.55,42.8,36.8,40,0.10,0.12,2.45,2.75
210203,13.4,57.0,369.02,0,2002,13.232,0.38,33.0,7.38,8.35,42.8,36.8,40,0.10,0.12,2.45,2.75
210404,13.5,57.0,370.44,0,2043,13.176,1.12,33.0,7.38,9.77,42.8,36.8,43,0.10,0.12,2.45,2.75
210603,13.5,57.0,366.57,0,2076,12.860,1.12,33.0,5.08,9.77,42.8,36.8,43,0.10,0.12,2.45,2.75
210803,13.4,57.0,369.45,0,2120,12.508,1.50,33.0,2.15,9.77,42.8,36.8,43,0.10,0.12,2.45,2.75
211003,13.4,57.0,351.18,0,2159,11.556,1.88,33.0,-0.77,5.58,42.8,36.8,43,0.10,0.12,2.45,2.75
211203,13.4,57.0,354.28,0,2199,11.248,2.25,33.0,-3.70,2.65,42.8,36.8,43,0.10,0.12,2.45,2.75
211404,13.4,57.0,358.56,0,2227,11.636,2.62,33.0,-0.43,-0.28,42.8,36.8,47,0.10,0.12,2.45,2.75
211605,13.5,57.0,355.27,0,2271,11.996,2.62,33.0,2.55,-3.26,42.8,36.8,47,0.10,0.12,2.45,2.75
211804,13.5,57.0,343.26,0,2310,12.216,3.38,33.0,5.57,0.05,42.8,36.8,47,0.10,0.12,2.45,2.75
212004,13.4,57.0,332.56,0,2351,11.656,4.12,33.0,5.57,2.47,42.8,36.8,47,0.10,0.12,2.45,2.75
212204,13.4,57.0,330.08,0,2377,11.468,4.88,33.0,5.57,2.47,42.8,36.8,47,0.10,0.12,2.45,2.75
212404,13.4,57.0,325.16,0,2413,11.088,5.25,32.2,3.60,2.47,42.8,36.8,51,0.10,0.12,2.45,2.75
212602,13.4,57.0,298.82,0,2449,10.368,6.75,32.2,0.57,-0.27,42.8,36.8,51,0.10,0.12,2.45,2.75
212805,13.4,57.0,220.95,0,2470,7.824,9.00,32.2,-2.44,-3.28,42.8,36.8,51,0.10,0.12,2.45,2.75
213003,13.4,57.0,130.78,0,2495,5.304,27.75,32.2,-5.14,-5.98,42.8,36.8,51,0.10,0.12,2.45,2.75
213203,13.4,57.0,91.90,0,2508,3.736,28.88,32.2,-7.40,-8.23,42.8,36.8,51,0.10,0.12,2.45,2.75
213403,13.3,57.0,71.41,0,2508,2.540,27.75,32.2,-9.18,-10.01,42.8,36.8,55,0.10,0.12,2.45,2.75
213603,13.4,57.0,58.82,0,2478,1.856,22.88,32.2,-10.66,-11.50,42.8,36.8,55,0.10,0.12,2.45,2.75
213804,13.3,57.0,57.28,0,2497,1.640,18.00,32.2,-11.97,-12.81,42.8,36.8,55,0.10,0.12,2.45,2.75
214001,13.4,57.0,56.26,0,2493,1.672,13.12,31.5,-9.32,-9.77,42.8,36.8,55,0.10,0.12,2.45,2.75
214161,13.5,57.0,57.51,0,2487,1.696,9.00,31.5,-8.30,-8.75,42.8,36.8,55,0.10,0.12,2.45,2.75
214323,13.4,57.0,56.68,0,2474,1.696,5.25,31.5,-7.27,-7.72,42.8,36.8,55,0.10,0.12,2.45,2.75
214523,13.4,57.0,56.51,0,2457,1.692,0.75,31.5,-5.99,-6.44,43.5,36.8,56,0.10,0.12,2.45,2.75
214722,13.4,57.0,57.57,0,2436,1.788,9.00,31.5,0.00,0.00,43.5,36.8,56,0.10,0.12,2.45,2.75
214922,13.4,57.0,66.90,0,2408,1.880,24.00,31.5,0.56,0.63,43.5,36.8,56,0.10,0.12,2.45,2.75
215082,13.4,57.0,72.11,0,2426,2.040,25.50,31.5,1.57,1.63,43.5,36.8,56,0.10,0.12,2.45,2.75
215242,13.4,57.0,72.66,0,2427,2.168,26.25,31.5,2.57,2.64,43.5,36.8,56,0.10,0.12,2.45,2.75
215403,13.4,57.0,73.66,0,2413,2.240,26.25,31.5,3.44,3.62,43.5,36.8,55,0.10,0.12,2.45,2.75
215603,13.4,57.0,73.25,0,2407,2.256,26.62,31.5,3.44,4.81,43.5,37.5,55,0.10,0.12,2.45,2.75
215802,13.4,57.0,73.59,0,2396,2.264,26.62,31.5,3.44,5.05,43.5,37.5,55,0.10,0.12,2.45,2.75
215963,13.4,57.8,73.72,0,2392,2.268,26.62,31.5,3.44,5.05,43.5,37.5,55,0.10,0.12,2.45,2.75
216162,13.4,57.8,73.30,0,2387,2.272,26.62,31.5,3.44,5.05,43.5,37.5,55,0.10,0.12,2.45,2.75
216322,13.4,57.8,74.78,0,2377,2.232,26.62,31.5,0.67,5.05,43.5,37.5,55,0.10,0.12,2.45,2.75
216524,13.5,57.8,73.83,0,2370,2.212,26.25,31.5,-0.52,5.05,43.5,37.5,54,0.10,0.12,2.45,2.75
216722,13.4,57.8,73.32,0,2367,2.172,26.25,31.5,-1.71,1.86,43.5,37.5,54,0.10,0.12,2.45,2.75
216882,13.4,57.8,72.83,0,2364,2.156,26.25,31.5,-2.67,0.91,43.5,37.5,54,0.10,0.12,2.45,2.75
217042,13.5,57.8,73.78,0,2352,2.132,26.25,31.5,-3.62,-0.04,43.5,37.5,54,0.10,0.12,2.45,2.75
217203,13.4,57.8,72.28,0,2344,2.108,26.25,31.5,-4.57,-0.99,43.5,37.5,54,0.10,0.12,2.45,2.75
217402,13.4,57.8,73.49,0,2343,2.180,26.25,31.5,-1.49,0.18,43.5,37.5,53,0.10,0.12,2.45,2.75
217564,13.5,57.8,73.61,0,2339,2.196,26.25,31.5,-0.71,1.14,43.5,37.5,53,0.10,0.12,2.45,2.75
217763,13.5,57.8,73.83,0,2332,2.200,26.25,31.5,-0.71,2.33,43.5,37.5,53,0.10,0.12,2.45,2.75
217962,13.4,57.8,73.02,0,2320,2.200,26.25,31.5,-0.71,2.39,43.5,38.2,53,0.10,0.12,2.45,2.75
218122,13.4,57.8,73.08,0,2318,2.200,26.25,31.5,-0.71,2.39,43.5,38.2,53,0.10,0.12,2.45,2.75
218323,13.5,57.8,73.34,0,2310,2.208,26.25,31.5,-0.71,2.39,43.5,38.2,53,0.10,0.12,2.45,2.75
218524,13.5,57.8,306.03,0,2346,6.740,24.38,31.5,-3.83,2.39,43.5,38.2,52,0.10,0.12,2.45,2.75
218722,13.4,57.8,293.06,0,2355,9.148,21.00,31.5,-6.28,-0.02,43.5,38.2,52,0.10,0.12,2.45,2.75
218882,13.3,57.8,268.92,0,2334,8.624,24.38,32.2,-8.51,-2.25,43.5,38.2,52,0.10,0.12,2.45,2.75
219082,13.4,57.8,235.76,0,2362,7.508,25.50,32.2,-11.30,-5.04,43.5,38.2,52,0.10,0.12,2.45,2.75
219282,13.4,57.8,214.27,0,2385,6.632,26.25,32.2,-7.60,-7.63,43.5,38.2,52,0.10,0.12,2.45,2.75
219443,13.5,57.8,193.74,0,2394,6.316,27.00,32.2,-5.62,-6.14,43.5,38.2,53,0.10,0.12,2.45,2.75
219641,13.4,57.8,190.07,0,2411,6.028,27.75,32.2,-3.24,-3.76,43.5,38.2,53,0.10,0.12,2.45,2.75
219804,13.4,57.8,174.88,0,2414,5.748,28.12,32.2,-1.39,-1.91,43.5,38.2,53,0.10,0.12,2.45,2.75
220002,13.4,57.8,151.61,0,2418,5.340,28.50,32.2,0.86,0.34,43.5,38.2,53,0.10,0.12,2.45,2.75
220163,13.5,57.8,127.01,0,2427,4.696,28.88,32.2,0.97,1.08,43.5,38.2,53,0.10,0.12,2.45,2.75
220364,13.5,57.8,125.76,0,2429,4.180,28.88,32.2,0.97,1.08,43.5,38.2,54,0.10,0.12,2.45,2.75
220562,13.5,57.8,121.93,0,2437,3.932,28.88,32.2,0.97,1.08,43.5,38.2,54,0.10,0.12,2.45,2.75
220721,13.4,57.8,104.04,0,2429,3.576,28.88,32.2,0.97,1.08,43.5,38.2,54,0.10,0.12,2.45,2.75
220882,13.5,57.8,93.74,0,2444,3.180,28.88,31.5,-2.07,-1.48,43.5,38.2,54,0.10,0.12,2.45,2.75
221042,13.4,57.8,92.73,0,2441,2.960,28.88,31.5,-3.27,-2.69,43.5,38.2,54,0.10,0.12,2.45,2.75
221242,13.4,57.8,90.10,0,2435,2.776,28.50,31.5,-4.80,-4.21,43.5,38.2,54,0.10,0.12,2.45,2.75
221441,13.4,57.8,87.79,0,2436,2.640,28.50,31.5,-6.17,-5.58,43.5,38.2,54,0.10,0.12,2.45,2.75
221602,13.5,57.8,80.03,0,2429,2.476,27.75,31.5,-7.27,-4.58,43.5,39.0,54,0.10,0.12,2.45,2.75
221762,13.3,57.8,69.14,0,2430,2.264,26.25,31.5,-8.37,-3.48,43.5,39.0,54,0.10,0.12,2.45,2.75
221924,13.3,57.8,57.89,0,2422,1.980,22.50,31.5,-9.40,-2.82,44.3,39.0,54,0.10,0.12,2.45,2.75
222122,13.4,57.8,57.53,0,2413,1.756,18.00,31.5,-10.66,-2.82,44.3,39.0,54,0.10,0.12,2.45,2.75
222323,13.4,57.8,56.73,0,2399,1.640,13.12,31.5,-11.85,-2.82,44.3,39.0,54,0.10,0.12,2.45,2.75
222523,13.4,57.8,56.49,0,2384,1.640,8.62,31.5,-9.72,-2.82,44.3,39.0,54,0.10,0.12,2.45,2.75
222722,13.4,57.8,56.37,0,2365,1.644,3.75,31.5,-8.53,-2.82,44.3,39.0,54,0.10,0.12,2.45,2.75
222883,13.4,57.8,56.11,0,2351,1.652,0.00,31.5,-7.58,-5.23,44.3,39.0,54,0.10,0.12,2.45,2.75
223083,13.4,58.5,55.92,0,2334,1.652,0.00,31.5,0.00,0.00,44.3,39.0,54,0.10,0.12,2.45,2.75
223282,13.4,58.5,55.50,0,2327,1.644,0.00,31.5,0.00,0.00,44.3,39.0,54,0.10,0.12,2.45,2.75
223442,13.4,58.5,56.17,0,2299,1.636,0.00,31.5,0.00,0.00,44.3,39.0,53,0.10,0.12,2.45,2.75
223602,13.4,58.5,55.09,0,2293,1.628,0.00,31.5,0.00,0.00,44.3,39.0,53,0.10,0.12,2.45,2.75
223803,13.5,58.5,54.54,0,2266,1.612,-0.38,31.5,0.00,0.00,44.3,39.0,53,0.10,0.12,2.45,2.75
224002,13.4,58.5,54.92,0,2250,1.616,-0.38,31.5,0.00,0.00,44.3,39.0,53,0.10,0.12,2.45,2.75
224163,13.4,58.5,54.56,0,2239,1.600,-0.38,31.5,0.00,0.00,44.3,39.0,53,0.10,0.12,2.45,2.75
224363,13.4,58.5,57.85,0,2256,1.992,12.00,31.5,0.00,0.00,44.3,39.0,51,0.10,0.12,2.45,2.75
224563,13.4,58.5,123.28,0,2230,3.628,28.50,31.5,0.96,3.03,44.3,39.0,51,0.10,0.12,2.45,2.75
224764,13.4,58.5,168.31,0,2211,4.824,28.50,31.5,2.12,4.05,44.3,39.0,51,0.10,0.12,2.45,2.75
224962,13.3,58.5,298.14,0,2259,8.420,24.00,31.5,2.12,4.05,44.3,39.0,51,0.10,0.12,2.45,2.75
225122,13.4,58.5,281.15,0,2277,9.444,21.75,31.5,2.12,4.05,44.3,39.0,51,0.10,0.12,2.45,2.75
225283,13.4,58.5,267.88,0,2286,9.176,12.75,31.5,2.12,4.05,44.3,39.0,51,0.10,0.12,2.45,2.75
225443,13.4,58.5,250.61,0,2305,8.828,9.38,32.2,2.12,4.05,44.3,39.0,50,0.10,0.12,2.45,2.75
225644,13.5,58.5,139.81,0,2334,6.112,26.62,32.2,-2.08,0.02,44.3,39.0,50,0.10,0.12,2.45,2.75
225841,13.4,58.5,65.86,0,2340,3.600,26.62,32.2,-4.23,-2.13,44.3,39.0,50,0.10,0.12,2.45,2.75
226003,13.4,58.5,55.86,0,2337,2.572,22.50,32.2,-5.52,-3.41,44.3,39.0,50,0.10,0.12,2.45,2.75
226203,13.4,58.5,55.77,0,2340,2.068,17.25,32.2,-6.89,-4.79,44.3,39.0,50,0.10,0.12,2.45,2.75
226403,13.4,58.5,55.81,0,2338,1.808,12.00,32.2,-8.09,-5.99,44.3,39.0,53,0.10,0.12,2.45,2.75
226602,13.4,58.5,55.35,0,2333,1.688,6.75,32.2,-9.28,-7.18,44.3,39.8,53,0.10,0.12,2.45,2.75
226763,13.4,58.5,55.18,0,2315,1.624,2.62,32.2,-10.23,-8.13,44.3,39.8,53,0.10,0.12,2.45,2.75
226962,13.4,58.5,55.48,0,2303,1.668,0.00,31.5,0.00,0.00,44.3,39.8,53,0.10,0.12,2.45,2.75
227122,13.4,58.5,54.84,0,2304,1.652,0.00,31.5,0.00,0.00,44.3,39.8,53,0.10,0.12,2.45,2.75
227323,13.4,58.5,55.16,0,2291,1.632,0.00,31.5,0.00,0.00,44.3,39.8,53,0.10,0.12,2.45,2.75
227522,13.4,58.5,54.14,0,2282,1.620,-0.38,31.5,0.00,0.00,44.3,39.8,52,0.10,0.12,2.45,2.75
227722,13.4,58.5,55.22,0,2263,1.612,-0.38,31.5,0.00,0.00,44.3,39.8,52,0.10,0.12,2.45,2.75
227882,13.4,58.5,54.16,0,2256,1.612,-0.38,31.5,0.00,0.00,44.3,39.8,52,0.10,0.12,2.45,2.75
228043,13.4,58.5,53.74,0,2248,1.600,-0.38,31.5,0.00,0.00,44.3,39.8,52,0.10,0.12,2.45,2.75
228203,13.4,58.5,54.67,0,2235,1.600,-0.38,31.5,0.00,0.00,44.3,39.8,52,0.10,0.12,2.45,2.75
228402,13.4,58.5,54.27,0,2226,1.600,-0.38,31.5,0.00,0.00,44.3,39.8,50,0.10,0.12,2.45,2.75
228561,13.4,58.5,53.31,0,2214,1.588,-0.75,31.5,0.00,0.00,44.3,39.8,50,0.10,0.12,2.45,2.75
228723,13.4,58.5,54.86,0,2202,1.592,-0.75,31.5,0.00,0.00,44.3,39.8,50,0.10,0.12,2.45,2.75
228923,13.4,58.5,52.11,0,2185,1.584,-0.75,31.5,0.00,0.00,44.3,39.8,50,0.10,0.12,2.45,2.75
229084,13.4,58.5,53.57,0,2177,1.584,-0.75,31.5,0.00,0.00,44.3,39.8,50,0.10,0.12,2.45,2.75
229282,13.5,58.5,53.27,0,2163,1.576,-0.75,31.5,0.00,0.00,44.3,39.8,50,0.10,0.12,2.45,2.75
229442,13.4,58.5,53.59,0,2150,1.580,-0.75,32.2,0.00,0.00,45.1,39.8,49,0.10,0.12,2.45,2.75
229603,13.4,58.5,53.04,0,2147,1.576,-0.75,32.2,0.00,0.00,45.1,39.8,49,0.10,0.12,2.45,2.75
229804,13.4,58.5,52.02,0,2135,1.568,-1.12,32.2,0.00,0.00,45.1,39.8,49,0.10,0.12,2.45,2.75
230003,13.4,58.5,53.65,0,2122,1.572,-1.12,32.2,0.00,0.00,45.1,39.8,49,0.10,0.12,2.45,2.75
230203,13.4,58.5,52.83,0,2103,1.568,-1.12,32.2,0.00,0.00,45.1,39.8,49,0.10,0.12,2.45,2.75
230402,13.4,58.5,53.76,0,2092,1.572,-1.12,32.2,0.00,0.00,45.1,39.8,47,0.10,0.12,2.45,2.75
230562,13.4,59.2,53.46,0,2078,1.568,-1.12,32.2,0.00,0.00,45.1,39.8,47,0.10,0.12,2.45,2.75
230722,13.5,59.2,53.84,0,2063,1.580,-1.50,32.2,0.00,0.00,45.1,39.8,47,0.10,0.12,2.45,2.75
230884,13.5,59.2,52.83,0,2050,1.568,-1.50,32.2,0.00,0.00,45.1,39.8,47,0.10,0.12,2.45,2.75
231081,13.5,59.2,53.38,0,2029,1.572,-1.50,32.2,0.00,0.00,45.1,39.8,47,0.10,0.12,2.45,2.75
231243,13.5,59.2,52.42,0,2013,1.556,-1.50,32.2,0.00,0.00,45.1,39.8,47,0.10,0.12,2.45,2.75
231442,13.5,59.2,51.45,0,1997,1.540,-1.88,32.2,0.00,0.00,45.1,39.8,46,0.10,0.12,2.45,2.75
231644,13.5,59.2,51.94,0,1978,1.532,-1.88,32.2,0.00,0.00,45.1,40.5,46,0.10,0.12,2.45,2.75
231842,13.5,59.2,51.58,0,1965,1.528,-1.88,32.2,0.00,0.00,45.1,40.5,46,0.10,0.12,2.45,2.75
232044,13.5,59.2,52.09,0,1946,1.524,-1.88,32.2,0.00,0.00,45.1,40.5,46,0.10,0.12,2.45,2.75
232243,13.4,59.2,48.95,0,1929,1.504,-1.88,32.2,0.00,0.00,45.1,40.5,46,0.10,0.12,2.45,2.75
232443,13.5,59.2,49.31,0,1915,1.492,-2.25,32.2,0.00,0.00,45.9,40.5,44,0.10,0.12,2.45,2.75
232643,13.3,59.2,49.01,0,1898,1.476,-2.25,32.2,0.00,0.00,45.9,40.5,44,0.10,0.12,2.45,2.75
232803,13.4,59.2,49.69,0,1872,1.468,-2.25,32.2,0.00,0.00,45.9,40.5,44,0.10,0.12,2.45,2.75
233002,13.4,59.2,48.59,0,1829,1.452,-2.62,32.2,0.00,0.00,45.9,40.5,44,0.10,0.12,2.45,2.75
233163,13.4,59.2,47.55,0,1781,1.424,-3.00,32.2,0.00,0.00,45.9,40.5,44,0.10,0.12,2.45,2.75
233364,13.4,59.2,45.03,0,1727,1.388,-3.00,32.2,0.00,0.00,45.9,40.5,41,0.10,0.12,2.45,2.75
233563,13.4,59.2,44.60,0,1681,1.356,-3.38,32.2,0.00,0.00,45.9,40.5,41,0.10,0.12,2.45,2.75
233763,13.4,59.2,42.91,0,1618,1.328,-3.75,32.2,0.00,0.00,45.9,40.5,41,0.10,0.12,2.45,2.75
233964,13.4,59.2,42.51,0,1568,1.384,-4.12,32.2,0.00,0.00,45.9,40.5,41,0.10,0.12,2.45,2.75
234164,13.5,59.2,43.76,0,1555,1.376,-4.50,32.2,0.00,0.00,45.9,40.5,41,0.10,0.12,2.45,2.75
234363,13.4,59.2,44.58,0,1526,1.384,-4.88,32.2,0.00,0.00,45.9,40.5,36,0.10,0.12,2.45,2.75
234562,13.5,59.2,45.45,0,1497,1.412,-5.25,32.2,0.00,0.00,45.9,40.5,36,0.10,0.12,2.45,2.75
234724,13.4,59.2,46.87,0,1481,1.436,-5.25,32.2,0.00,0.00,45.9,40.5,36,0.10,0.12,2.45,2.75
234922,13.4,59.2,46.53,0,1462,1.452,-5.62,32.2,0.00,0.00,45.9,40.5,36,0.10,0.12,2.45,2.75
235083,13.4,59.2,49.03,0,1444,1.472,-5.62,32.2,0.00,0.00,45.9,40.5,36,0.10,0.12,2.45,2.75
235284,13.5,59.2,49.73,0,1424,1.496,-6.00,32.2,0.00,0.00,45.9,40.5,36,0.10,0.12,2.45,2.75
235483,13.4,59.2,50.22,0,1410,1.508,-6.38,32.2,0.00,0.00,45.9,40.5,33,0.10,0.12,2.45,2.75
235681,13.4,59.2,51.64,0,1398,1.532,-6.38,32.2,0.00,0.00,45.9,40.5,33,0.10,0.12,2.45,2.75
235843,13.5,59.2,58.27,0,1406,1.596,4.12,32.2,0.00,0.00,45.9,40.5,33,0.10,0.12,2.45,2.75
236042,13.4,59.2,75.69,0,1394,1.980,18.00,32.2,0.55,0.58,45.9,40.5,33,0.10,0.12,2.45,2.75
236202,13.3,59.2,110.44,0,1383,2.772,21.38,32.2,1.06,1.09,45.9,40.5,33,0.10,0.12,2.45,2.75
236363,13.4,59.2,141.74,0,1401,3.980,22.88,32.2,1.58,1.61,45.9,40.5,32,0.10,0.12,2.45,2.75
236563,13.5,59.2,206.31,0,1400,5.756,19.88,32.2,2.37,2.40,45.9,40.5,32,0.10,0.12,2.45,2.75
236722,13.5,59.2,216.73,0,1416,6.708,19.50,32.2,3.22,3.26,45.9,40.5,32,0.10,0.12,2.45,2.75
236882,13.5,59.2,270.24,0,1444,8.096,18.38,32.2,4.25,4.29,45.9,40.5,32,0.10,0.12,2.45,2.75
237043,13.4,59.2,275.07,0,1464,9.356,18.38,32.2,5.10,5.28,45.9,40.5,32,0.10,0.12,2.45,2.75
