Time (msec),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Idle speed controller (%),* Idle speed duty cycle (%),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Knock sensor 1 (V),* Knock sensor 2 (V),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Lambda post cat heating 1 (%),* Lambda post cat heating 2 (%),* Lambda pre cat heating 1 (%),* Lambda pre cat heating 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Throttle adaptation (V),* Vehicle Speed (km/h),* Battery voltage (V),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
1090708,105.8,0,53.70,2069,1.576,0.501,44.027,-3.00,51.0,0.68,0.64,0.00,0.00,98,98,96,96,20.00,108.8,66.0,0.0,0.0,0.19,32,13.6,0.00,0.00,0.47,0.68
1090869,105.8,0,53.63,2045,1.564,0.501,44.156,-3.00,51.0,0.64,0.62,0.00,0.00,98,98,96,96,19.75,108.8,66.0,0.0,0.4,0.19,32,13.6,0.00,0.00,0.47,0.68
1091068,105.8,0,54.42,2016,1.648,0.501,44.443,-7.12,51.0,0.64,0.62,0.00,0.00,98,98,96,96,19.75,108.8,66.0,0.0,1.2,0.19,32,13.6,0.00,0.00,0.47,0.68
1091269,105.8,0,54.92,1997,1.684,0.501,43.975,9.00,51.0,0.59,0.62,2.57,2.63,98,98,96,96,19.75,108.8,66.0,0.0,1.2,0.19,32,13.6,0.00,0.00,0.47,0.68
1091429,105.8,0,53.74,1964,1.692,0.501,42.311,9.75,51.0,0.57,0.64,3.38,3.43,98,98,96,96,19.00,108.8,66.0,0.0,0.0,0.19,32,13.5,0.00,0.00,0.47,0.68
1091588,105.8,0,51.05,1958,1.684,0.501,42.148,7.12,51.0,0.55,0.62,4.19,4.24,98,98,97,97,18.00,108.8,66.0,0.0,0.0,0.19,29,13.6,0.00,0.00,0.47,0.68
1091749,105.8,0,51.00,1933,1.648,0.501,41.171,4.50,51.0,0.53,0.61,4.44,5.03,98,98,97,97,17.75,108.8,66.0,0.0,0.0,0.19,29,13.5,0.00,0.00,0.47,0.68
1091949,105.8,0,49.46,1909,1.608,0.501,40.183,1.12,51.0,0.49,0.59,4.44,5.30,98,98,97,97,17.00,108.8,66.0,0.0,0.0,0.19,29,13.5,0.00,0.00,0.47,0.68
1092109,105.8,0,47.04,1889,1.588,0.501,40.274,-1.88,51.0,0.47,0.57,4.44,5.30,98,98,97,97,16.00,108.8,66.0,0.0,0.0,0.19,29,13.6,0.00,0.00,0.47,0.68
1092309,105.8,0,47.02,1860,1.400,0.501,39.368,-3.75,51.0,0.43,0.59,0.00,0.00,98,98,97,97,15.75,108.8,66.8,0.0,0.0,0.19,29,13.6,0.00,0.00,0.47,0.68
1092508,105.8,0,44.80,1829,1.356,0.501,38.606,-4.12,51.0,0.43,0.57,0.00,0.00,98,98,97,97,14.75,108.8,66.8,0.0,0.0,0.19,29,13.6,0.00,0.00,0.47,0.68
1092709,105.8,0,44.75,1799,1.332,0.501,37.733,-4.12,51.0,0.43,0.53,0.00,0.00,99,99,98,98,14.50,108.8,66.8,0.0,0.0,0.19,28,13.6,0.00,0.00,0.47,0.68
1092869,105.8,0,43.69,1779,1.300,0.501,36.864,-4.50,51.0,0.43,0.51,0.00,0.00,99,99,98,98,14.00,108.8,66.8,0.0,0.0,0.19,28,13.5,0.00,0.00,0.47,0.68
1093070,105.8,0,43.80,1743,1.276,0.501,36.067,-4.50,51.0,0.41,0.47,0.00,0.00,99,99,98,98,13.75,108.8,66.8,0.0,0.0,0.19,28,13.6,0.00,0.00,0.47,0.68
1093268,105.8,0,42.80,1719,1.252,0.501,35.234,-4.50,51.0,0.39,0.45,0.00,0.00,99,99,98,98,13.25,108.8,66.8,0.0,0.0,0.19,28,13.5,0.00,0.00,0.47,0.68
1093469,105.8,0,42.70,1691,1.224,0.501,34.521,-4.88,51.0,0.39,0.43,0.00,0.00,99,99,98,98,13.00,108.8,66.8,0.0,0.0,0.19,28,13.6,0.00,0.00,0.47,0.68
1093629,105.8,0,41.77,1662,1.208,0.501,34.774,-4.88,51.0,0.39,0.41,0.00,0.00,99,99,99,99,12.50,108.8,67.5,0.0,0.0,0.19,26,13.5,0.00,0.00,0.47,0.68
1093789,105.8,0,41.30,1647,1.212,0.501,34.102,-4.88,51.0,0.39,0.39,0.00,0.00,99,99,99,99,12.25,108.8,67.5,0.0,0.0,0.19,26,13.6,0.00,0.00,0.47,0.68
1093949,105.8,0,42.87,1619,1.344,0.501,37.895,-7.12,51.0,0.37,0.37,0.00,0.00,99,99,99,99,12.50,108.8,67.5,0.0,2.3,0.19,26,13.6,0.00,0.00,0.47,0.68
1094109,105.8,0,60.82,1598,1.388,0.501,43.753,3.38,51.0,0.37,0.33,0.40,0.37,99,99,99,99,17.50,108.8,67.5,0.0,4.7,0.19,26,13.6,0.00,0.00,0.47,0.68
1094269,105.8,0,67.11,1593,1.648,0.501,44.150,15.75,51.0,0.35,0.33,0.99,0.95,99,99,99,99,19.25,108.8,67.5,0.0,4.7,0.19,26,13.6,0.00,0.00,0.47,0.68
1094429,105.8,0,87.01,1596,1.896,0.501,49.458,19.50,51.0,0.35,0.33,1.58,1.54,99,99,99,99,25.00,108.8,67.5,0.0,6.6,0.19,26,13.6,0.00,0.00,0.47,0.68
1094590,105.8,0,96.61,1581,2.292,0.501,51.245,20.62,51.0,0.35,0.31,2.16,2.12,99,99,99,99,27.50,108.8,67.5,0.0,7.4,0.17,24,13.6,0.00,0.00,0.47,0.68
1094789,105.8,0,112.50,1506,3.468,0.501,63.689,20.25,51.0,0.33,0.29,2.91,2.88,99,99,99,99,30.50,108.8,67.5,0.0,10.2,0.15,24,13.6,0.00,0.00,0.47,0.68
1094948,105.8,0,273.05,1541,5.704,0.501,91.513,16.88,51.0,0.29,0.27,3.58,3.54,99,99,99,99,75.75,108.8,67.5,2.3,14.1,0.13,24,13.5,0.00,0.00,0.47,0.68
1095109,105.8,0,281.70,1612,7.668,0.501,93.121,1.50,51.0,0.25,0.23,3.86,3.76,99,99,99,99,81.75,108.8,67.5,3.5,14.5,0.14,24,13.6,0.00,0.00,0.47,0.68
1095270,105.8,0,261.34,1626,8.164,0.501,93.124,17.25,51.0,0.31,0.27,3.86,3.76,99,99,99,99,76.50,108.8,67.5,3.5,14.5,0.13,24,13.6,0.00,0.00,0.47,0.68
1095471,105.8,0,243.79,1686,8.116,0.501,93.435,17.25,51.0,0.39,0.29,3.86,3.76,99,99,99,99,74.00,108.8,67.5,3.5,14.5,0.13,24,13.6,0.00,0.00,0.47,0.68
1095669,105.8,0,236.25,1734,7.664,0.501,93.562,18.75,51.8,0.45,0.35,1.44,1.24,98,98,98,98,73.75,108.8,67.5,3.5,14.5,0.12,23,13.6,0.00,0.00,0.47,0.68
1095829,105.8,0,232.09,1795,7.336,0.501,93.979,19.12,51.8,0.51,0.37,-0.14,-0.34,98,98,98,98,75.00,108.8,67.5,3.9,14.5,0.12,23,13.5,0.00,0.00,0.47,0.68
1095990,105.8,0,232.07,1843,7.000,0.501,94.118,19.50,51.8,0.53,0.41,-1.75,0.08,98,98,98,98,77.00,108.8,67.5,3.9,14.5,0.11,23,13.6,0.00,0.00,0.47,0.68
1096190,105.8,0,230.46,1874,7.092,0.501,94.263,19.50,51.8,0.55,0.45,1.49,2.12,98,98,98,98,77.75,108.8,67.5,4.3,14.5,0.11,23,13.6,0.00,0.00,0.47,0.68
1096389,105.8,0,233.17,2013,7.204,0.501,94.888,19.50,51.8,0.59,0.47,3.64,4.28,98,98,98,98,84.50,108.8,67.5,5.5,14.8,0.10,23,13.6,0.00,0.00,0.47,0.68
1096589,105.8,0,241.23,2032,7.464,0.501,95.006,19.88,51.8,0.61,0.51,5.93,6.56,97,97,96,96,88.25,108.8,67.5,5.5,14.8,0.10,27,13.5,0.00,0.00,0.47,0.68
1096748,105.8,0,235.99,2083,7.756,0.501,95.006,19.88,51.8,0.66,0.53,7.77,8.40,97,97,96,96,88.50,108.8,67.5,5.9,15.2,0.10,27,13.5,0.00,0.00,0.47,0.68
1096949,105.8,0,241.86,2153,7.964,0.501,95.006,19.50,51.8,0.74,0.61,8.96,9.35,97,97,96,96,93.75,108.8,67.5,6.2,15.2,0.10,27,13.6,0.00,0.00,0.47,0.68
1097109,105.8,0,237.20,2213,7.888,0.501,95.006,20.25,51.0,0.74,0.62,8.96,9.35,97,97,96,96,94.50,108.8,67.5,6.2,15.2,0.11,27,13.5,0.00,0.00,0.47,0.68
1097268,105.8,0,234.83,2259,7.840,0.501,95.006,21.00,51.0,0.78,0.62,8.96,9.35,97,97,96,96,95.50,108.8,68.2,6.2,15.2,0.11,27,13.6,0.00,0.00,0.47,0.68
1097469,105.8,0,232.73,2321,7.672,0.501,95.006,21.38,51.0,0.84,0.59,8.96,9.35,97,97,96,96,97.25,108.8,68.2,6.2,14.8,0.11,27,13.6,0.00,0.00,0.47,0.68
1097669,105.8,0,225.74,2393,7.272,0.501,95.006,22.12,51.0,0.76,0.57,5.89,5.69,96,96,94,94,97.25,108.8,68.2,6.2,14.8,0.10,32,13.5,0.00,0.00,0.47,0.68
1097869,105.8,0,224.93,2457,7.080,0.501,95.006,22.12,51.0,0.72,0.61,3.40,3.20,96,96,94,94,99.50,108.8,68.2,6.2,14.8,0.10,32,13.6,0.00,0.00,0.47,0.68
1098068,105.8,0,220.46,2507,6.768,0.501,95.006,22.88,50.2,0.72,0.62,0.84,0.63,96,96,94,94,99.50,108.8,68.2,6.6,14.8,0.10,32,13.6,0.00,0.00,0.47,0.68
1098230,105.8,0,221.54,2551,6.504,0.501,95.006,23.62,50.2,0.70,0.57,-1.26,0.73,96,96,94,94,101.75,108.8,68.2,6.6,14.8,0.10,32,13.6,0.00,0.00,0.47,0.68
1098430,105.8,0,214.78,2612,6.644,0.501,95.006,24.00,50.2,0.61,0.59,2.80,3.39,96,96,94,94,101.00,108.8,68.2,6.2,14.8,0.10,32,13.5,0.00,0.00,0.47,0.68
1098628,105.8,0,204.40,2670,6.576,0.501,95.006,25.12,49.5,0.59,0.68,5.48,4.88,95,95,92,92,98.25,108.8,68.2,6.2,14.5,0.10,36,13.5,0.00,0.00,0.47,0.68
1098789,105.8,0,204.46,2710,6.448,0.501,95.006,25.88,49.5,0.55,0.72,5.48,4.88,95,95,92,92,99.75,108.8,68.2,6.2,14.5,0.10,36,13.5,0.00,0.00,0.47,0.68
1098949,105.8,0,198.02,2756,6.324,0.501,95.006,26.62,49.5,0.53,0.66,5.48,4.88,95,95,92,92,98.25,108.8,68.2,5.9,14.5,0.10,36,13.5,0.00,0.00,0.47,0.68
1099109,105.8,0,196.88,2793,6.184,0.501,94.446,27.38,49.5,0.53,0.64,5.48,4.88,95,95,92,92,99.00,108.8,68.2,4.7,13.7,0.10,36,13.6,0.00,0.00,0.47,0.68
1099269,105.0,0,67.96,2922,4.360,0.501,55.293,14.62,49.5,0.53,0.66,5.48,2.24,95,95,92,92,35.75,108.8,68.2,0.0,0.0,0.12,36,13.6,0.00,0.00,0.47,0.68
1099429,105.0,0,70.63,2870,2.128,0.501,54.783,6.75,49.5,0.59,0.72,0.00,0.00,95,95,92,92,36.50,108.8,68.2,0.0,0.0,0.18,36,13.6,0.00,0.00,0.47,0.68
1099588,105.0,0,67.45,2656,1.988,0.501,51.710,5.25,48.8,0.59,0.78,0.00,0.00,96,96,93,93,32.25,108.8,68.2,0.0,0.0,0.19,40,13.5,0.00,0.00,0.47,0.68
1099789,105.0,0,69.12,2511,2.284,0.501,57.288,9.38,48.8,0.62,0.92,2.20,2.14,96,96,93,93,31.25,108.8,69.0,0.0,9.4,0.19,40,13.5,0.00,0.00,0.47,0.68
1099989,105.0,0,99.23,2491,2.540,0.501,62.894,25.12,48.8,0.64,0.92,3.22,3.29,96,96,93,93,44.50,108.8,69.0,0.0,12.1,0.18,40,13.5,0.00,0.00,0.47,0.68
1100189,104.2,0,117.22,2085,3.004,0.501,61.441,25.88,48.8,0.57,0.86,3.22,3.29,96,96,93,93,44.00,108.8,69.0,0.0,12.1,0.14,40,13.5,0.00,0.00,0.47,0.68
1100389,104.2,0,119.34,1885,3.524,0.501,60.147,25.50,48.8,0.55,0.84,3.22,3.29,96,96,93,93,40.50,108.8,69.0,0.0,12.5,0.12,40,13.5,0.00,0.00,0.47,0.68
1100589,104.2,0,129.11,1850,3.620,0.501,60.100,25.12,48.8,0.53,0.80,3.22,3.29,95,95,91,91,43.00,108.8,69.0,0.0,12.5,0.13,42,13.5,0.00,0.00,0.47,0.68
1100788,104.2,0,125.91,1886,3.584,0.501,60.749,25.50,48.8,0.53,0.74,0.60,3.29,95,95,91,91,42.75,108.8,69.0,0.0,12.5,0.13,42,13.6,0.00,0.00,0.47,0.68
1100949,104.2,0,122.69,1924,3.592,0.501,61.786,25.88,48.8,0.53,0.66,-0.35,0.19,95,95,91,91,42.50,108.8,69.0,0.0,12.5,0.13,42,13.5,0.00,0.00,0.47,0.68
1101109,104.2,0,124.53,1929,3.692,0.501,62.152,25.88,48.8,0.51,0.66,1.23,1.30,95,95,91,91,43.25,108.8,69.0,0.0,12.5,0.13,42,13.6,0.00,0.00,0.47,0.68
1101309,104.2,0,124.34,1943,3.780,0.501,62.932,25.88,48.8,0.49,0.66,2.42,2.49,95,95,91,91,43.50,108.8,69.8,0.0,12.5,0.12,42,13.5,0.00,0.00,0.47,0.68
1101509,104.2,0,129.09,1947,3.896,0.501,63.260,25.88,48.8,0.49,0.61,3.61,3.68,95,95,91,91,45.25,108.8,69.8,0.0,12.5,0.12,42,13.6,0.00,0.00,0.47,0.68
1101670,104.2,0,129.53,1951,3.960,0.501,63.079,25.88,48.8,0.47,0.59,4.32,4.63,95,95,92,92,45.50,108.8,69.8,0.0,12.1,0.12,43,13.5,0.00,0.00,0.47,0.68
1101829,104.2,0,119.38,1954,3.912,0.501,58.362,25.88,48.8,0.47,0.59,4.32,4.99,95,95,92,92,42.00,108.8,69.8,0.0,10.2,0.12,43,13.5,0.00,0.00,0.47,0.68
1101989,104.2,0,102.11,1958,3.544,0.501,53.843,25.88,48.8,0.45,0.59,4.32,4.99,95,95,92,92,36.00,108.8,69.8,0.0,8.6,0.14,43,13.6,0.00,0.00,0.47,0.68
1102189,103.5,0,85.99,1970,3.000,0.501,50.991,25.50,48.8,0.43,0.59,4.32,4.99,95,95,92,92,30.50,108.8,69.8,0.0,7.4,0.18,43,13.5,0.00,0.00,0.47,0.68
1102349,103.5,0,80.63,1963,2.708,0.501,50.698,24.38,48.8,0.43,0.61,4.32,4.99,95,95,92,92,28.50,108.8,69.8,0.0,7.4,0.18,43,13.6,0.00,0.00,0.47,0.68
1102508,103.5,0,78.15,1972,2.488,0.501,50.207,24.00,48.8,0.41,0.59,1.43,4.99,95,95,92,92,27.75,108.8,69.8,0.0,7.0,0.19,43,13.6,0.00,0.00,0.47,0.68
1102669,103.5,0,77.68,1966,2.376,0.501,49.484,23.25,48.8,0.41,0.59,0.55,1.99,96,96,93,93,27.50,108.8,70.5,0.0,6.6,0.19,43,13.5,0.00,0.00,0.47,0.68
1102829,103.5,0,74.27,1963,2.356,0.501,48.777,23.25,48.8,0.41,0.59,2.97,1.18,96,96,93,93,26.25,108.8,70.5,0.0,6.2,0.19,43,13.5,0.00,0.00,0.47,0.68
1102989,103.5,0,67.66,1970,2.240,0.501,43.219,22.12,48.8,0.43,0.61,3.68,0.37,96,96,93,93,24.00,108.8,70.5,0.0,0.0,0.19,43,13.6,0.00,0.00,0.47,0.68
1103150,103.5,0,53.17,1959,2.080,0.501,42.182,17.62,48.8,0.43,0.59,3.68,3.20,96,96,93,93,18.75,108.8,70.5,0.0,0.0,0.19,43,13.6,0.00,0.00,0.47,0.68
1103350,103.5,0,48.55,1945,1.896,0.501,41.113,12.00,48.8,0.41,0.57,3.68,3.35,96,96,93,93,17.00,108.8,70.5,0.0,0.0,0.19,43,13.6,0.00,0.00,0.47,0.68
1103549,103.5,0,50.62,1947,1.740,0.501,41.016,6.00,48.8,0.41,0.57,3.68,3.35,97,97,95,95,17.75,108.8,70.5,0.0,0.0,0.19,44,13.6,0.00,0.00,0.47,0.68
1103749,103.5,0,48.84,1933,1.636,0.501,41.071,0.38,48.8,0.41,0.53,3.68,3.35,97,97,95,95,17.00,108.8,71.2,0.0,0.0,0.19,44,13.6,0.00,0.00,0.47,0.68
1103949,103.5,0,49.10,1923,1.464,0.501,41.113,-3.75,48.8,0.43,0.51,0.00,0.00,97,97,95,95,17.00,108.8,71.2,0.0,0.0,0.19,44,13.6,0.00,0.00,0.47,0.68
1104108,103.5,0,47.27,1909,1.432,0.501,40.125,-3.75,48.8,0.43,0.51,0.00,0.00,97,97,95,95,16.25,108.8,71.2,0.0,0.0,0.19,44,13.6,0.00,0.00,0.47,0.68
1104269,102.8,0,47.42,1903,1.404,0.501,40.166,-3.75,48.8,0.45,0.53,0.00,0.00,97,97,95,95,16.25,108.8,72.0,0.0,0.0,0.19,44,13.6,0.00,0.00,0.47,0.68
1104428,102.8,0,47.00,1891,1.392,0.501,40.204,-3.75,48.8,0.45,0.51,0.00,0.00,97,97,95,95,16.00,108.8,72.0,0.0,0.0,0.19,44,13.6,0.00,0.00,0.47,0.68
1104589,102.8,0,45.79,1880,1.364,0.501,39.229,-3.75,48.8,0.43,0.55,0.00,0.00,98,98,95,95,15.50,108.8,72.0,0.0,0.0,0.19,43,13.5,0.00,0.00,0.47,0.68
1104750,102.8,0,46.09,1868,1.356,0.501,39.264,-3.75,48.8,0.41,0.55,0.00,0.00,98,98,95,95,15.50,108.8,72.0,0.0,0.0,0.19,43,13.6,0.00,0.00,0.47,0.68
1104950,102.8,0,46.30,1859,1.356,0.501,39.862,-3.75,48.8,0.41,0.57,0.00,0.00,98,98,95,95,15.50,108.8,72.0,0.0,0.4,0.19,43,13.5,0.00,0.00,0.47,0.68
1105149,102.8,0,46.68,1844,1.344,0.501,40.047,-4.12,49.5,0.39,0.55,0.00,0.00,98,98,95,95,15.50,108.8,72.8,0.0,0.8,0.19,43,13.6,0.00,0.00,0.47,0.68
1105308,102.8,0,52.09,1839,1.480,0.501,42.994,-1.12,49.5,0.39,0.51,2.04,0.00,98,98,95,95,17.25,108.8,72.8,0.0,2.3,0.19,43,13.6,0.00,0.00,0.47,0.68
1105470,102.8,0,56.90,1830,1.588,0.501,44.053,10.88,49.5,0.37,0.55,2.77,0.73,98,98,95,95,18.75,108.8,72.8,0.0,3.1,0.19,43,13.6,0.00,0.00,0.47,0.68
1105631,102.8,0,58.59,1825,1.676,0.501,44.234,19.12,49.5,0.35,0.53,3.50,1.47,98,98,97,97,19.25,108.8,73.5,0.0,3.1,0.19,42,13.5,0.00,0.00,0.47,0.68
1105829,102.8,0,59.50,1820,1.756,0.501,44.115,19.50,49.5,0.35,0.57,4.38,2.34,98,98,97,97,19.50,108.8,73.5,0.0,3.5,0.19,42,13.6,0.00,0.00,0.47,0.68
1105988,102.8,0,59.86,1809,1.800,0.501,44.136,19.50,49.5,0.35,0.57,5.07,3.03,98,98,97,97,19.50,108.8,73.5,0.0,3.5,0.19,42,13.6,0.00,0.00,0.47,0.68
1106150,102.8,0,60.20,1799,1.816,0.501,44.216,19.50,49.5,0.35,0.55,5.23,3.69,98,98,97,97,19.50,108.8,73.5,0.0,3.5,0.19,42,13.5,0.00,0.00,0.47,0.68
1106309,102.8,0,59.29,1803,1.832,0.501,44.216,19.88,49.5,0.33,0.53,5.23,4.35,98,98,97,97,19.25,108.8,73.5,0.0,3.5,0.19,42,13.6,0.00,0.00,0.47,0.68
1106469,102.8,0,59.57,1795,1.840,0.501,44.237,19.88,49.5,0.31,0.53,5.23,5.01,98,98,97,97,19.25,108.8,73.5,0.0,3.5,0.19,42,13.5,0.00,0.00,0.47,0.68
1106629,102.8,0,60.33,1795,1.852,0.501,44.428,19.88,49.5,0.35,0.51,5.23,5.38,99,99,98,98,19.50,108.8,74.2,0.0,3.5,0.19,40,13.6,0.00,0.00,0.47,0.68
1106789,102.8,0,59.67,1792,1.856,0.501,43.810,19.88,49.5,0.37,0.49,5.23,5.38,99,99,98,98,19.25,108.8,74.2,0.0,3.5,0.19,40,13.5,0.00,0.00,0.47,0.68
1106950,102.8,0,59.93,1784,1.840,0.501,43.847,19.88,49.5,0.39,0.47,5.23,5.38,99,99,98,98,19.25,108.8,74.2,0.0,3.5,0.19,40,13.6,0.00,0.00,0.47,0.68
1107149,102.8,0,59.97,1783,1.800,0.501,43.836,19.88,49.5,0.39,0.45,2.34,5.38,99,99,98,98,19.25,108.8,74.2,0.0,3.5,0.19,40,13.5,0.00,0.00,0.47,0.68
1107309,102.8,0,60.09,1779,1.796,0.501,43.848,19.88,49.5,0.41,0.47,1.68,5.38,99,99,98,98,19.25,108.8,74.2,0.0,3.5,0.19,40,13.6,0.00,0.00,0.47,0.68
1107469,102.8,0,66.05,1766,2.112,0.501,56.801,19.88,49.5,0.37,0.49,1.02,5.38,99,99,98,98,21.00,108.8,74.2,0.0,8.2,0.19,40,13.6,0.00,0.00,0.47,0.68
1107670,102.8,0,138.24,1788,3.188,0.501,61.776,24.75,49.5,0.37,0.49,0.18,2.72,99,99,99,99,44.50,108.8,75.0,0.0,9.4,0.18,39,13.5,0.00,0.00,0.47,0.68
1107869,102.8,0,136.91,1775,3.876,0.501,62.003,25.50,49.5,0.37,0.47,2.46,4.91,99,99,99,99,43.75,108.8,75.0,0.0,9.4,0.14,39,13.6,0.00,0.00,0.47,0.68
1108028,102.8,0,136.76,1777,4.016,0.501,62.088,24.75,49.5,0.35,0.49,3.01,5.41,99,99,99,99,43.75,108.8,75.0,0.0,9.4,0.13,39,13.5,0.00,0.00,0.47,0.68
1108190,102.8,0,136.59,1779,4.060,0.501,62.088,25.12,49.5,0.35,0.47,3.01,5.41,99,99,99,99,43.75,108.8,75.0,0.0,9.4,0.12,39,13.6,0.00,0.00,0.47,0.68
1108389,102.8,0,133.14,1794,4.088,0.501,62.450,25.12,49.5,0.35,0.43,3.01,5.41,99,99,99,99,43.00,108.8,75.0,0.0,9.4,0.12,39,13.5,0.00,0.00,0.47,0.68
1108549,102.8,0,132.10,1808,4.100,0.501,61.782,25.12,50.2,0.37,0.45,3.01,5.41,99,99,99,99,43.00,108.8,75.0,0.0,9.0,0.12,40,13.6,0.00,0.00,0.47,0.68
1108749,102.8,0,118.28,1808,3.804,0.501,56.746,25.12,50.2,0.35,0.43,0.30,2.53,99,99,99,99,38.50,108.8,75.8,0.0,7.8,0.12,40,13.6,0.00,0.00,0.47,0.68
1108908,102.8,0,106.39,1814,3.500,0.501,52.659,24.75,50.2,0.35,0.43,-0.58,1.65,99,99,99,99,34.75,108.8,75.8,0.0,6.6,0.13,40,13.6,0.00,0.00,0.47,0.68
1109070,102.8,0,92.73,1812,3.092,0.501,51.570,24.75,50.2,0.35,0.41,-1.41,0.82,99,99,99,99,30.25,108.8,75.8,0.0,6.6,0.15,40,13.5,0.00,0.00,0.47,0.68
1109269,102.0,0,87.37,1812,2.780,0.501,50.805,24.00,50.2,0.37,0.41,-0.13,-0.18,99,99,99,99,28.50,108.8,75.8,0.0,6.2,0.18,40,13.5,0.00,0.00,0.47,0.68
1109429,102.0,0,86.39,1816,2.676,0.501,50.761,24.00,50.2,0.37,0.43,0.66,1.38,99,99,99,99,28.25,108.8,75.8,0.0,6.2,0.18,40,13.6,0.00,0.00,0.47,0.68
1109630,102.0,0,86.39,1816,2.624,0.501,50.782,23.25,50.2,0.37,0.47,1.66,2.39,99,99,99,99,28.25,108.8,75.8,0.0,6.2,0.18,40,13.6,0.00,0.00,0.47,0.68
1109830,102.0,0,85.88,1811,2.608,0.501,50.761,23.25,50.2,0.39,0.45,2.66,3.38,99,99,99,99,28.00,108.8,75.8,0.0,6.2,0.18,40,13.6,0.00,0.00,0.47,0.68
1109989,102.0,0,87.37,1812,2.628,0.501,50.761,23.25,50.2,0.39,0.45,3.45,4.18,99,99,99,99,28.50,108.8,75.8,0.0,6.2,0.18,40,13.5,0.00,0.00,0.47,0.68
1110150,102.0,0,85.93,1810,2.644,0.501,50.805,23.25,50.2,0.39,0.45,4.25,4.97,99,99,99,99,28.00,108.8,76.5,0.0,6.2,0.17,40,13.6,0.00,0.00,0.47,0.68
1110309,102.0,0,89.23,1805,2.648,0.501,51.164,23.25,50.2,0.39,0.47,4.70,5.29,99,99,99,99,29.00,108.8,76.5,0.0,6.6,0.18,40,13.5,0.00,0.00,0.47,0.68
1110469,102.0,0,88.96,1795,2.656,0.501,51.699,23.25,50.2,0.39,0.49,4.70,5.29,99,99,99,99,28.75,108.8,76.5,0.0,6.6,0.17,40,13.6,0.00,0.00,0.47,0.68
1110629,102.0,0,92.37,1804,2.700,0.501,53.257,23.25,51.0,0.39,0.47,4.70,5.29,99,99,99,99,30.00,108.8,76.5,0.0,7.0,0.17,40,13.5,0.00,0.00,0.47,0.68
1110829,102.0,0,105.93,1809,2.896,0.501,57.903,24.75,51.0,0.41,0.43,4.70,5.29,99,99,99,99,34.50,108.8,76.5,0.0,8.2,0.16,40,13.5,0.00,0.00,0.47,0.68
1110989,102.0,0,120.10,1815,3.292,0.501,59.250,24.75,51.0,0.39,0.43,4.70,5.29,99,99,99,99,39.25,108.8,76.5,0.0,8.6,0.14,40,13.5,0.00,0.00,0.47,0.68
1111149,102.0,0,125.34,1817,3.584,0.501,59.305,24.75,51.0,0.39,0.43,4.96,6.12,99,99,99,99,41.00,108.8,76.5,0.0,8.6,0.13,40,13.5,0.00,0.00,0.47,0.68
1111309,102.0,0,128.37,1828,3.788,0.501,64.342,25.12,51.0,0.39,0.43,5.01,6.67,99,99,99,99,42.25,108.8,76.5,0.0,9.8,0.12,40,13.6,0.00,0.00,0.47,0.68
1111471,102.0,0,178.31,1830,4.472,0.501,79.741,25.12,51.0,0.41,0.43,5.01,6.67,99,99,99,99,58.75,108.8,76.5,0.8,11.7,0.12,40,13.5,0.00,0.00,0.47,0.68
1111670,102.0,0,237.62,1835,6.244,0.501,92.796,21.00,51.0,0.41,0.47,5.01,6.67,99,99,99,99,78.50,108.8,76.5,3.1,13.7,0.11,40,13.6,0.00,0.00,0.47,0.68
1111869,102.0,0,423.78,1858,9.852,0.501,95.006,16.50,51.0,0.47,0.47,5.01,6.67,99,99,99,99,141.75,108.8,76.5,15.2,21.1,0.11,40,13.5,0.00,0.00,0.47,0.68
1112029,102.0,0,356.88,1860,10.968,0.501,95.006,11.62,51.0,0.55,0.55,1.11,3.71,99,99,99,99,119.50,108.8,76.5,16.8,21.5,0.15,40,13.5,0.00,0.00,0.47,0.68
1112189,102.0,0,325.97,1900,10.500,0.501,95.006,14.62,51.0,0.61,0.57,-0.94,1.66,99,99,99,99,111.50,108.8,76.5,14.8,19.9,0.14,40,13.5,0.00,0.00,0.47,0.68
1112349,102.0,0,293.48,1940,9.512,0.501,95.006,16.12,51.0,0.66,0.61,-2.98,-0.37,99,99,99,99,102.50,108.8,76.5,11.7,18.4,0.13,40,13.5,0.00,0.00,0.47,0.68
1112510,102.0,0,277.86,1974,9.072,0.501,95.006,16.88,51.0,0.74,0.62,-0.08,1.29,99,99,99,99,98.75,108.8,76.5,10.2,18.0,0.11,40,13.5,0.00,0.00,0.47,0.68
1112669,102.0,0,289.71,1994,9.052,0.501,95.006,17.25,51.0,0.78,0.66,1.97,3.34,98,98,98,98,104.00,108.8,76.5,10.5,17.6,0.11,42,13.5,0.00,0.00,0.47,0.68
