Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Knock sensor 1 (V),* Knock sensor 2 (V),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Lambda post cat heating 1 (%),* Lambda post cat heating 2 (%),* Lambda pre cat heating 1 (%),* Lambda pre cat heating 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
29760,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
29961,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
30160,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
30360,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
30561,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
30760,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
30960,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
31120,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
31280,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
31439,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
31600,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
31801,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
32000,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
32200,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
32399,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
32560,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
32761,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
32962,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
33160,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
33361,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
33560,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
33760,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
33960,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
34161,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
34359,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
34561,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
34761,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
34961,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
35160,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
35321,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
35519,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
35721,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
35921,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
36119,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
36281,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
36480,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
36681,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
36880,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
37041,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
37242,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
37440,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
37640,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
37839,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
38041,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
38240,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
38440,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
38640,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
38800,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
38999,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
39160,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
39361,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
39561,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
39760,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
39960,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
40161,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
40360,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
40560,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
40721,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
40920,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
41082,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
41281,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
41480,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
41680,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
41879,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
42041,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
42240,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
42440,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
42601,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
42800,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
42999,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
43160,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
43320,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
43521,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
43720,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
43921,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
44119,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
44281,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
44480,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
44641,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
44840,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
45040,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
45199,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
45359,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
45519,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
45680,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
45880,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
46079,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
46281,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
46481,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
46681,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
46881,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
47081,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
47281,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
47479,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
47679,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
47840,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
48040,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
48240,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
48400,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
48600,89.2,0.00,0,0.000,6.00,69.0,0.14,0.14,0.00,0.00,0,0,0,0,0.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
48760,89.2,713.53,181,12.328,-3.75,69.0,0.12,0.14,0.00,0.00,0,0,0,0,23.25,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
48960,89.2,86.41,932,9.300,3.75,69.0,0.10,0.16,0.00,0.00,0,0,0,0,14.50,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
49161,89.2,56.09,1510,4.972,-4.12,69.0,0.10,0.25,0.00,0.00,0,0,0,0,15.25,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
49361,89.2,47.30,1732,2.500,-3.00,69.0,0.10,0.18,0.00,0.00,0,0,0,0,14.75,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
49561,89.2,48.46,1690,2.032,-3.38,69.0,0.10,0.16,0.00,0.00,0,0,0,0,14.75,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
49762,89.2,46.94,1538,1.796,-4.12,69.0,0.10,0.14,0.00,0.00,99,99,99,99,13.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
49960,89.2,61.15,1385,1.716,-0.38,69.0,0.10,0.14,0.00,0.00,99,99,99,99,15.25,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
50160,89.2,67.83,1269,1.792,4.88,68.2,0.10,0.12,0.00,0.00,99,99,99,99,15.50,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
50361,89.2,70.90,1214,1.748,9.75,68.2,0.10,0.12,0.00,0.00,99,99,99,99,15.50,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
50561,89.2,69.72,1175,1.944,10.12,68.2,0.10,0.10,0.00,0.00,99,99,99,99,14.75,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
50762,89.2,70.10,1149,2.020,10.12,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.50,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
50962,89.2,71.39,1128,2.044,9.75,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.50,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
51160,89.2,71.18,1112,2.088,9.75,68.2,0.10,0.10,0.00,0.00,99,99,99,99,14.25,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
51360,89.2,70.37,1105,2.084,9.75,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
51562,89.2,70.94,1096,2.088,9.75,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
51760,88.5,71.26,1091,2.088,9.38,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
51961,88.5,71.86,1082,2.092,9.38,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
52160,88.5,72.41,1074,2.048,9.00,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
52361,88.5,72.75,1069,2.056,9.00,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
52561,88.5,73.21,1062,2.068,8.62,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
52759,88.5,74.40,1045,2.088,7.88,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
52962,88.5,75.27,1033,2.116,7.50,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
53161,88.5,76.09,1022,2.168,7.12,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
53361,87.8,75.25,1015,2.168,6.75,68.2,0.10,0.12,0.00,0.00,99,99,99,99,13.75,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
53561,87.8,77.77,1000,2.192,6.00,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.0,0.0,0.0,0,0.00,0.00,0.00,0.00
53760,87.8,79.27,981,2.180,5.25,68.2,0.12,0.14,0.00,0.00,99,99,99,99,14.00,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
53919,87.8,79.91,973,2.216,5.25,68.2,0.10,0.14,0.00,0.00,99,99,99,99,14.00,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
54081,87.8,81.33,956,2.256,5.25,68.2,0.10,0.14,0.00,0.00,99,99,99,99,14.00,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
54281,87.8,81.86,950,2.272,5.25,68.2,0.10,0.14,0.00,0.00,99,99,99,99,14.00,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
54479,87.8,82.64,941,2.312,5.25,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
54640,87.8,82.98,937,2.336,5.25,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
54841,87.8,82.90,938,2.352,5.25,68.2,0.10,0.12,0.00,0.00,99,99,99,99,14.00,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
55041,87.8,83.34,933,2.372,5.25,68.2,0.12,0.14,0.00,0.00,99,99,99,99,14.00,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
55241,87.8,83.89,927,2.252,-2.62,68.2,0.12,0.14,0.00,0.00,99,99,99,99,14.00,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
55442,87.8,80.27,865,2.272,-1.50,68.2,0.12,0.14,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
55641,87.8,85.82,809,2.276,-0.38,68.2,0.12,0.14,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
55840,87.8,90.29,769,2.352,1.12,68.2,0.12,0.12,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
56050,87.8,94.17,752,2.420,2.62,68.2,0.12,0.12,0.00,0.00,99,99,99,99,12.75,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
56240,87.8,92.94,747,2.488,3.00,68.2,0.10,0.12,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
56441,87.8,93.83,740,2.584,3.38,68.2,0.10,0.12,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
56641,87.8,92.69,749,2.636,2.62,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
56840,87.8,92.45,751,2.656,2.62,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
57000,87.8,92.45,751,2.668,2.62,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
57200,87.8,92.07,754,2.668,2.25,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
57401,87.8,91.96,755,2.664,2.25,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
57600,87.8,92.58,750,2.672,2.62,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.50,82.6,54.8,0.0,0.0,0,0.00,0.00,0.00,0.00
57801,87.8,92.69,749,2.676,2.62,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.50,82.6,55.5,0.0,0.0,0,0.00,0.00,0.00,0.00
58000,87.8,91.33,745,2.676,3.00,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.25,82.6,55.5,0.0,0.0,0,0.00,0.00,0.00,0.00
58159,87.8,91.94,740,2.680,3.38,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.25,82.6,55.5,0.0,0.0,0,0.00,0.00,0.00,0.00
58320,87.8,92.94,732,2.656,4.12,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.25,82.6,55.5,0.0,0.0,0,0.00,0.00,0.00,0.00
58481,87.8,93.60,727,2.672,4.50,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.25,82.6,55.5,0.0,0.0,0,0.00,0.00,0.00,0.00
58679,87.8,93.98,724,2.688,4.88,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.25,82.6,55.5,0.0,0.0,0,0.00,0.00,0.00,0.00
58841,87.0,94.23,722,2.720,4.88,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.25,82.6,55.5,0.0,0.0,0,0.00,0.00,0.00,0.00
59041,87.0,93.85,725,2.720,4.88,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.25,82.6,55.5,0.0,0.0,0,0.00,0.00,0.00,0.00
59240,87.0,94.23,722,2.716,4.88,68.2,0.10,0.10,0.00,0.00,99,99,99,99,12.25,82.6,55.5,0.0,0.0,0,0.00,0.00,0.00,0.00
