Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Throttle Position pedal (°TPS),* Throttle Position actual (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
227845,105.8,144.03,1128,4.776,48.0,12.61,12.44,99.3,12.5,0.0,0,0.00,0.00,0.00,0.00
228005,105.8,147.78,1278,4.728,48.0,12.79,12.81,99.3,13.7,0.0,0,0.00,0.00,0.00,0.00
228165,105.8,177.38,1370,5.140,48.0,12.79,12.81,99.3,15.6,0.0,0,0.00,0.00,0.00,0.00
228325,105.8,203.51,1392,5.876,48.0,12.79,12.81,99.3,16.4,0.0,0,0.00,0.00,0.00,0.00
228525,105.8,209.10,1368,6.508,48.0,12.79,12.81,99.3,16.4,0.0,0,0.00,0.00,0.00,0.00
228685,105.8,218.05,1331,6.840,48.0,12.79,12.81,99.3,16.8,0.4,0,0.00,0.00,0.00,0.00
228846,105.8,227.71,1299,6.984,48.0,9.97,10.25,99.3,17.2,0.4,0,0.00,0.00,0.00,0.00
229046,105.8,232.73,1265,7.288,48.0,8.63,8.91,99.3,17.2,0.4,0,0.00,0.00,0.00,0.00
229245,105.8,238.60,1228,7.400,48.0,7.29,7.56,99.3,17.2,0.8,0,0.00,0.00,0.00,0.00
229405,105.8,245.80,1192,7.508,48.0,6.26,6.54,99.3,17.2,0.8,0,0.00,0.00,0.00,0.00
229567,105.8,250.19,1160,7.636,48.0,5.22,5.50,99.3,17.2,0.8,5,0.00,0.00,0.00,0.00
229764,105.8,243.81,1179,7.644,48.0,3.93,4.20,99.3,17.2,0.8,5,0.00,0.00,0.00,0.00
229926,105.8,216.63,1327,7.608,48.0,5.57,6.82,99.3,17.2,0.8,5,0.00,0.00,0.00,0.00
230087,105.8,208.15,1421,7.228,48.8,6.30,7.77,99.3,17.2,0.8,5,0.00,0.00,0.00,0.00
230285,105.8,193.25,1552,6.772,48.8,6.30,7.77,99.3,17.2,0.4,5,0.00,0.00,0.00,0.00
230444,105.8,177.85,1663,6.272,48.8,6.30,7.77,99.3,14.8,0.0,5,0.00,0.00,0.00,0.00
230606,105.8,129.89,1721,5.504,48.8,6.30,7.77,99.3,11.3,0.0,12,0.00,0.00,0.00,0.00
230804,105.8,102.52,1815,4.404,48.8,3.92,5.39,99.3,10.5,0.0,12,0.00,0.00,0.00,0.00
230965,105.8,98.28,1865,3.812,48.8,2.94,4.41,99.3,10.2,0.0,12,0.00,0.00,0.00,0.00
231126,105.8,96.10,1893,3.420,48.0,2.02,3.49,99.3,8.6,0.0,12,0.00,0.00,0.00,0.00
231285,105.8,69.61,1915,2.900,48.0,1.14,2.61,99.3,0.0,0.0,12,0.00,0.00,0.00,0.00
231445,105.8,52.93,1862,2.068,48.0,0.00,0.00,99.3,0.0,0.0,12,0.00,0.00,0.00,0.00
231605,105.8,48.57,1658,1.764,48.0,0.00,0.00,99.3,0.0,0.0,16,0.00,0.00,0.00,0.00
231765,105.8,45.09,1447,1.344,48.0,0.00,0.00,99.3,1.2,0.0,16,0.00,0.00,0.00,0.00
231924,105.8,62.70,1218,1.664,48.0,1.90,1.92,99.3,7.4,0.0,16,0.00,0.00,0.00,0.00
232085,105.8,100.14,1123,3.036,48.0,2.34,2.36,100.1,11.7,0.0,16,0.00,0.00,0.00,0.00
232245,105.8,153.61,1139,3.464,48.0,2.77,2.80,100.1,13.7,0.0,16,0.00,0.00,0.00,0.00
232405,105.8,202.26,1126,4.428,48.0,3.22,3.31,100.1,14.5,0.0,16,0.00,0.00,0.00,0.00
232565,105.8,218.87,1142,5.484,48.0,3.22,3.90,100.1,15.2,0.0,16,0.00,0.00,0.00,0.00
232725,105.8,234.62,1166,6.376,48.0,3.22,4.71,100.1,16.0,0.0,16,0.00,0.00,0.00,0.00
232886,105.8,238.26,1189,7.016,48.0,3.22,5.27,100.1,16.4,0.0,16,0.00,0.00,0.00,0.00
233045,105.8,234.72,1201,7.188,48.0,3.22,5.27,100.1,16.4,0.4,16,0.00,0.00,0.00,0.00
233205,105.8,225.10,1240,6.956,48.0,0.08,5.27,100.1,16.4,0.4,16,0.00,0.00,0.00,0.00
233365,105.8,216.50,1270,6.788,48.0,-0.99,5.27,100.1,16.4,0.4,16,0.00,0.00,0.00,0.00
233526,105.8,211.98,1297,6.536,48.0,-2.09,2.14,100.1,16.4,0.0,16,0.00,0.00,0.00,0.00
233725,105.8,194.40,1343,6.308,48.8,-0.21,0.83,100.1,15.2,0.0,17,0.00,0.00,0.00,0.00
233886,105.8,181.92,1374,5.948,48.8,0.85,-0.24,100.1,14.8,0.0,17,0.00,0.00,0.00,0.00
234085,105.8,163.52,1469,5.532,48.8,2.13,1.41,100.1,13.3,0.0,17,0.00,0.00,0.00,0.00
234285,105.8,148.01,1473,5.296,48.8,3.34,2.61,100.1,12.9,0.0,17,0.00,0.00,0.00,0.00
234485,105.8,143.96,1495,4.780,48.8,3.52,3.09,100.1,12.5,0.0,17,0.00,0.00,0.00,0.00
234685,105.8,131.40,1543,4.428,48.8,3.52,3.09,100.1,11.7,0.0,21,0.00,0.00,0.00,0.00
234885,105.8,130.23,1546,4.160,48.8,3.52,3.09,100.1,11.3,0.0,21,0.00,0.00,0.00,0.00
235045,105.8,130.34,1566,4.052,48.8,3.52,3.09,100.1,11.3,0.0,21,0.00,0.00,0.00,0.00
235206,105.8,133.22,1574,4.032,48.8,4.07,3.55,100.1,11.3,0.0,21,0.00,0.00,0.00,0.00
235365,105.8,134.41,1591,4.084,48.8,4.83,4.31,100.1,11.3,0.0,21,0.00,0.00,0.00,0.00
235526,105.8,133.98,1596,4.132,48.8,5.64,5.12,100.1,11.3,0.0,21,0.00,0.00,0.00,0.00
235685,105.8,135.76,1616,4.208,48.8,6.45,5.92,100.1,11.3,0.0,23,0.00,0.00,0.00,0.00
235846,105.8,138.43,1635,4.308,48.8,7.25,6.73,100.1,11.3,0.0,23,0.00,0.00,0.00,0.00
236006,105.8,142.33,1639,4.364,48.8,7.40,7.54,100.1,11.3,0.0,23,0.00,0.00,0.00,0.00
236205,105.8,147.80,1663,4.496,48.8,7.40,8.58,100.1,12.1,0.0,23,0.00,0.00,0.00,0.00
236365,105.8,172.13,1670,4.804,48.8,7.40,9.08,100.1,12.9,0.4,23,0.00,0.00,0.00,0.00
236524,105.8,181.13,1702,5.356,48.8,7.40,9.08,100.1,13.3,0.4,23,0.00,0.00,0.00,0.00
236686,105.8,188.44,1717,5.732,48.8,7.77,9.08,100.1,13.3,0.4,24,0.00,0.00,0.00,0.00
236885,105.8,189.97,1747,5.928,48.8,7.77,9.08,100.1,13.3,0.8,24,0.00,0.00,0.00,0.00
237046,105.8,190.60,1785,6.044,48.8,7.77,6.36,100.1,13.3,0.8,24,0.00,0.00,0.00,0.00
237205,105.8,192.77,1801,6.104,48.8,7.77,5.04,100.1,13.3,1.2,24,0.00,0.00,0.00,0.00
237366,105.8,197.62,1834,6.092,48.8,5.56,3.72,100.1,13.3,1.6,24,0.00,0.00,0.00,0.00
237527,105.8,197.96,1866,6.108,48.8,4.17,2.33,100.1,13.3,1.6,24,0.00,0.00,0.00,0.00
237726,105.8,200.56,1897,6.148,48.8,2.34,2.56,100.1,13.3,2.0,26,0.00,0.00,0.00,0.00
237886,105.8,207.41,1935,6.304,48.8,4.03,4.08,100.1,13.3,2.3,26,0.00,0.00,0.00,0.00
238047,105.8,205.44,1967,6.472,48.8,5.56,5.43,100.1,13.3,2.3,26,0.00,0.00,0.00,0.00
238245,105.8,208.85,2008,6.536,48.8,6.06,5.43,100.1,13.3,2.7,26,0.00,0.00,0.00,0.00
238405,105.8,209.48,2035,6.616,48.8,6.06,5.43,100.1,13.3,3.1,26,0.00,0.00,0.00,0.00
238566,105.8,208.53,2071,6.584,48.8,6.06,5.43,100.1,13.3,3.1,29,0.00,0.00,0.00,0.00
238765,105.8,203.17,2112,6.544,48.8,6.06,3.29,100.1,12.9,3.1,29,0.00,0.00,0.00,0.00
238965,105.8,198.27,2150,6.272,48.8,3.08,1.14,100.1,12.9,2.7,29,0.00,0.00,0.00,0.00
239126,105.8,185.50,2171,5.884,48.8,1.36,3.14,100.1,11.7,1.6,29,0.00,0.00,0.00,0.00
239285,105.8,178.25,2189,5.768,48.8,3.40,4.83,100.1,11.7,1.6,29,0.00,0.00,0.00,0.00
239445,105.8,175.30,2218,5.628,48.8,5.04,5.66,100.1,11.7,1.6,29,0.00,0.00,0.00,0.00
239606,105.8,173.89,2252,5.616,48.8,6.66,5.66,100.1,11.7,1.6,32,0.00,0.00,0.00,0.00
239806,105.8,172.42,2271,5.496,48.8,6.76,5.66,100.1,11.7,1.6,32,0.00,0.00,0.00,0.00
239966,105.8,171.60,2290,5.488,48.8,6.76,5.66,100.1,11.7,1.6,32,0.00,0.00,0.00,0.00
240126,105.8,170.88,2308,5.472,48.8,6.76,3.38,100.1,11.7,1.6,32,0.00,0.00,0.00,0.00
240285,105.8,166.43,2328,5.408,48.8,6.76,1.77,100.1,11.7,1.6,32,0.00,0.00,0.00,0.00
240445,105.8,168.50,2357,5.196,48.8,4.06,2.84,100.1,11.7,1.6,32,0.00,0.00,0.00,0.00
240605,105.8,171.51,2364,5.248,48.8,2.40,4.50,100.1,12.5,2.3,34,0.00,0.00,0.00,0.00
240766,105.8,204.53,2390,5.624,48.8,0.65,5.57,100.1,14.1,4.3,34,0.00,0.00,0.00,0.00
240965,105.8,206.92,2416,6.136,48.8,1.04,5.57,100.1,14.1,4.7,34,0.00,0.00,0.00,0.00
241125,105.8,192.36,2440,6.024,48.8,2.35,5.57,100.1,11.3,2.3,34,0.00,0.00,0.00,0.00
241285,105.8,65.73,2429,3.932,48.8,2.35,5.57,100.1,0.0,0.0,34,0.00,0.00,0.00,0.00
241446,105.8,59.23,2415,2.768,48.8,2.35,3.25,100.1,0.0,0.0,34,0.00,0.00,0.00,0.00
241605,105.8,58.80,2290,2.096,48.0,0.00,0.00,100.1,0.0,0.0,35,0.00,0.00,0.00,0.00
241767,105.8,58.25,2074,1.892,48.0,0.00,0.00,100.1,0.0,0.0,35,0.00,0.00,0.00,0.00
241966,105.8,53.70,1810,1.692,48.0,0.00,0.00,100.1,0.0,0.0,35,0.00,0.00,0.00,0.00
242165,105.8,45.37,1530,1.572,48.0,0.00,0.00,100.1,0.8,0.0,35,0.00,0.00,0.00,0.00
242325,105.8,54.78,1318,1.352,48.0,0.00,0.00,100.1,6.6,0.0,35,0.00,0.00,0.00,0.00
242486,105.8,87.09,1164,2.080,48.0,0.42,2.35,100.1,8.2,0.0,35,0.00,0.00,0.00,0.00
242646,105.8,98.24,1159,2.704,48.0,0.86,2.79,100.1,10.9,0.0,35,0.00,0.00,0.00,0.00
242804,105.8,125.28,1319,3.148,48.0,1.31,3.24,100.1,14.1,0.0,35,0.00,0.00,0.00,0.00
242965,105.8,173.25,1571,4.220,48.0,1.94,3.87,100.1,17.2,0.0,35,0.00,0.00,0.00,0.00
243125,105.8,231.29,1459,5.576,48.0,1.98,3.87,100.1,17.6,0.8,35,0.00,0.00,0.00,0.00
243286,105.8,236.95,1471,6.544,48.0,1.98,3.87,100.1,18.0,1.2,35,0.00,0.00,0.00,0.00
243485,105.8,225.97,1481,6.976,48.0,1.98,3.87,100.1,18.0,1.2,35,0.00,0.00,0.00,0.00
243645,105.8,223.70,1496,7.044,48.0,1.98,3.87,100.1,18.0,1.6,33,0.00,0.00,0.00,0.00
243806,105.8,228.98,1504,6.936,48.0,-1.20,0.68,100.1,18.0,1.6,33,0.00,0.00,0.00,0.00
244005,105.8,235.10,1518,6.916,48.0,-2.77,-0.88,100.1,18.0,2.0,33,0.00,0.00,0.00,0.00
244166,105.8,234.62,1533,7.064,48.8,-0.69,0.71,100.1,18.0,1.6,33,0.00,0.00,0.00,0.00
244366,105.8,235.19,1547,7.192,48.8,0.96,2.36,100.1,17.6,2.0,33,0.00,0.00,0.00,0.00
244565,105.8,227.88,1560,7.228,48.8,2.61,4.01,100.1,17.2,1.6,34,0.00,0.00,0.00,0.00
244725,105.8,192.30,1567,6.924,48.8,3.93,5.33,100.1,14.8,0.0,34,0.00,0.00,0.00,0.00
244886,105.8,176.92,1562,6.436,48.8,5.12,5.82,100.1,13.7,0.0,34,0.00,0.00,0.00,0.00
245045,105.8,168.69,1564,5.996,48.8,5.12,5.82,100.1,13.3,0.0,34,0.00,0.00,0.00,0.00
245206,105.0,159.58,1575,5.652,48.8,5.12,5.82,100.1,12.5,0.0,34,0.00,0.00,0.00,0.00
245365,105.0,145.89,1580,5.176,48.8,5.12,5.82,100.1,10.5,0.0,34,0.00,0.00,0.00,0.00
245527,105.0,117.67,1593,4.728,48.8,5.12,5.82,100.1,9.4,0.0,34,0.00,0.00,0.00,0.00
245725,105.0,110.04,1590,4.076,48.8,2.51,2.60,100.1,9.0,0.0,35,0.00,0.00,0.00,0.00
245886,105.0,106.95,1584,3.704,48.8,1.75,1.84,100.1,8.6,0.0,35,0.00,0.00,0.00,0.00
246085,105.0,97.43,1582,3.280,48.0,0.85,0.94,100.1,7.8,0.0,35,0.00,0.00,0.00,0.00
246244,105.0,96.35,1571,3.092,48.0,2.39,3.14,100.1,7.8,0.0,35,0.00,0.00,0.00,0.00
246406,105.0,93.51,1559,2.972,48.0,3.05,3.80,100.1,7.4,0.0,35,0.00,0.00,0.00,0.00
246567,105.0,92.88,1555,2.920,48.0,3.71,4.46,100.1,7.4,0.0,35,0.00,0.00,0.00,0.00
246767,105.0,92.81,1541,2.872,48.0,4.53,5.28,100.1,7.4,0.0,35,0.00,0.00,0.00,0.00
246966,105.0,90.52,1534,2.840,48.0,5.27,6.01,100.1,7.4,0.0,35,0.00,0.00,0.00,0.00
247125,105.0,91.67,1530,2.824,48.0,5.37,6.53,100.1,7.4,0.0,35,0.00,0.00,0.00,0.00
247286,105.0,93.43,1516,2.836,48.0,5.37,6.53,100.1,7.4,0.0,35,0.00,0.00,0.00,0.00
247485,105.0,93.19,1505,2.860,48.0,5.37,6.53,100.1,7.4,0.0,35,0.00,0.00,0.00,0.00
247686,105.0,95.29,1501,2.868,48.0,5.37,6.53,100.1,7.4,0.0,34,0.00,0.00,0.00,0.00
247846,105.0,98.45,1481,2.852,48.0,3.05,6.53,100.1,7.8,0.0,34,0.00,0.00,0.00,0.00
248005,105.0,113.43,1469,3.196,48.0,2.45,3.97,100.1,10.2,0.0,34,0.00,0.00,0.00,0.00
248166,105.0,195.56,1477,4.328,48.0,1.83,3.35,100.1,12.5,0.4,34,0.00,0.00,0.00,0.00
248327,105.0,254.34,1496,6.152,48.0,0.97,2.49,100.1,12.9,1.6,34,0.00,0.00,0.00,0.00
248527,105.0,238.11,1493,7.156,48.0,3.51,4.97,100.1,12.9,1.6,34,0.00,0.00,0.00,0.00
248725,105.0,230.97,1503,7.284,48.0,3.51,4.97,100.1,12.9,1.6,33,0.00,0.00,0.00,0.00
248885,105.0,192.98,1504,6.908,48.0,3.51,4.97,100.1,10.5,0.0,33,0.00,0.00,0.00,0.00
249045,105.0,145.15,1502,5.528,48.8,3.51,4.97,100.1,7.4,0.0,33,0.00,0.00,0.00,0.00
249205,105.0,105.67,1511,4.836,48.8,3.51,2.76,100.1,7.0,0.0,33,0.00,0.00,0.00,0.00
249366,105.0,100.55,1519,4.112,48.8,0.52,1.86,100.1,7.0,0.0,33,0.00,0.00,0.00,0.00
249525,105.0,97.88,1518,3.628,48.8,-0.24,1.10,100.1,7.0,0.0,33,0.00,0.00,0.00,0.00
249686,105.0,92.58,1515,3.288,48.8,-0.92,0.42,100.1,5.5,0.0,33,0.00,0.00,0.00,0.00
249846,105.0,68.74,1515,2.872,48.8,-1.58,-0.24,100.1,2.0,0.0,33,0.00,0.00,0.00,0.00
250005,105.0,51.62,1506,2.368,48.8,-2.21,-0.87,100.1,2.0,0.0,33,0.00,0.00,0.00,0.00
250166,105.0,49.10,1499,2.052,48.0,-2.79,-1.46,100.1,2.0,0.0,33,0.00,0.00,0.00,0.00
250325,105.0,48.78,1480,1.836,48.0,-3.38,-2.04,100.1,2.0,0.0,33,0.00,0.00,0.00,0.00
250486,105.0,48.95,1475,1.764,48.0,-3.91,-2.57,100.1,2.0,0.0,33,0.00,0.00,0.00,0.00
250646,105.0,49.12,1470,1.628,48.0,-4.47,-3.14,100.1,2.0,0.0,33,0.00,0.00,0.00,0.00
250806,105.0,49.58,1456,1.560,48.0,-4.99,-3.65,100.1,2.0,0.0,33,0.00,0.00,0.00,0.00
250965,105.0,50.56,1428,1.492,48.0,-5.50,-2.07,100.1,2.0,0.0,33,0.00,0.00,0.00,0.00
251126,105.0,50.83,1420,1.472,48.0,-6.01,-1.56,100.1,2.0,0.0,33,0.00,0.00,0.00,0.00
251285,104.2,51.64,1398,1.472,48.0,-3.86,-1.04,100.1,2.0,0.0,33,0.00,0.00,0.00,0.00
251446,104.2,54.95,1390,1.516,48.0,-3.35,-0.53,100.1,4.3,0.0,33,0.00,0.00,0.00,0.00
251606,104.2,70.14,1366,1.628,48.0,-2.83,-0.02,100.1,5.1,0.0,32,0.00,0.00,0.00,0.00
251767,104.2,75.31,1346,1.824,48.0,-2.32,0.49,100.1,5.1,0.0,32,0.00,0.00,0.00,0.00
251966,104.2,76.73,1339,1.984,48.0,-1.68,1.13,100.1,5.1,0.0,32,0.00,0.00,0.00,0.00
252127,104.2,84.08,1321,2.644,48.0,-1.17,1.65,100.1,8.2,0.0,32,0.00,0.00,0.00,0.00
252325,104.2,118.69,1322,2.656,48.0,-0.53,2.29,100.1,8.6,0.0,32,0.00,0.00,0.00,0.00
252486,104.2,127.86,1314,3.328,48.0,0.04,2.85,100.1,8.6,0.0,32,0.00,0.00,0.00,0.00
252646,104.2,130.04,1292,3.536,48.0,0.62,3.44,100.1,8.6,0.0,29,0.00,0.00,0.00,0.00
252805,104.2,132.86,1296,3.672,48.0,1.21,4.02,100.1,8.6,0.0,29,0.00,0.00,0.00,0.00
252966,104.2,131.12,1292,3.776,48.0,1.80,4.61,100.1,8.6,0.0,29,0.00,0.00,0.00,0.00
253166,104.2,132.29,1291,4.056,48.0,2.53,4.61,100.1,9.8,0.0,29,0.00,0.00,0.00,0.00
253365,104.2,197.30,1288,4.772,48.0,3.31,4.61,100.1,10.9,0.0,29,0.00,0.00,0.00,0.00
253526,104.2,201.11,1305,5.572,48.0,4.10,4.61,100.1,10.9,0.0,29,0.00,0.00,0.00,0.00
253726,104.2,199.27,1317,6.004,48.8,5.23,5.68,100.1,11.7,0.0,29,0.00,0.00,0.00,0.00
253886,104.2,226.99,1297,6.300,48.8,5.71,6.16,100.1,12.5,0.8,29,0.00,0.00,0.00,0.00
254085,104.2,236.42,1304,7.052,48.8,5.71,6.16,100.1,12.5,0.8,29,0.00,0.00,0.00,0.00
254245,104.2,231.61,1325,7.284,48.8,5.71,6.16,100.1,12.5,0.8,29,0.00,0.00,0.00,0.00
254447,104.2,216.12,1330,6.976,48.8,2.37,2.68,100.1,11.3,0.0,29,0.00,0.00,0.00,0.00
254606,104.2,190.67,1340,6.424,48.8,1.29,1.60,100.1,10.9,0.0,29,0.00,0.00,0.00,0.00
254765,104.2,176.05,1341,5.876,48.8,0.24,0.55,100.1,9.8,0.0,29,0.00,0.00,0.00,0.00
254926,104.2,155.32,1350,5.572,48.8,2.48,2.56,100.1,9.0,0.0,29,0.00,0.00,0.00,0.00
255125,104.2,122.61,1359,4.528,48.8,3.55,3.62,100.1,7.0,0.0,29,0.00,0.00,0.00,0.00
255285,104.2,100.12,1359,4.172,48.8,4.27,4.35,100.1,6.2,0.0,29,0.00,0.00,0.00,0.00
255446,104.2,91.27,1354,3.720,48.8,4.89,4.97,100.1,5.9,0.0,29,0.00,0.00,0.00,0.00
255645,104.2,73.83,1354,3.212,48.8,5.22,5.70,100.1,0.0,0.0,30,0.00,0.00,0.00,0.00
255805,104.2,50.43,1349,2.652,48.8,5.22,5.85,100.1,0.0,0.0,30,0.00,0.00,0.00,0.00
255965,104.2,46.81,1335,2.200,48.8,5.22,5.85,100.1,0.0,0.0,30,0.00,0.00,0.00,0.00
256127,104.2,46.34,1318,1.920,48.8,5.22,5.85,100.1,0.0,0.0,30,0.00,0.00,0.00,0.00
256326,104.2,45.43,1314,1.860,48.8,5.22,5.85,100.1,0.0,0.0,30,0.00,0.00,0.00,0.00
256525,104.2,47.55,1285,1.548,48.8,3.09,5.85,100.1,0.0,0.0,30,0.00,0.00,0.00,0.00
256687,103.5,48.19,1268,1.308,48.8,2.62,5.88,100.1,0.0,0.0,29,0.00,0.00,0.00,0.00
256886,103.5,49.78,1255,1.472,48.8,4.82,6.43,100.1,0.0,0.0,29,0.00,0.00,0.00,0.00
257046,103.5,51.09,1223,1.512,48.8,5.26,6.87,100.1,0.0,0.0,29,0.00,0.00,0.00,0.00
257206,103.5,51.60,1211,1.568,48.8,5.70,7.31,100.1,0.0,0.0,29,0.00,0.00,0.00,0.00
257406,103.5,55.73,1196,1.588,48.8,6.24,7.85,100.1,2.3,0.0,29,0.00,0.00,0.00,0.00
257566,103.5,62.26,1182,1.708,48.8,6.68,8.29,100.1,2.7,0.0,28,0.00,0.00,0.00,0.00
257725,103.5,66.62,1167,1.880,48.8,7.12,8.73,100.1,3.1,0.0,28,0.00,0.00,0.00,0.00
257886,103.5,73.40,1154,2.012,48.8,7.56,9.17,100.1,4.7,0.0,28,0.00,0.00,0.00,0.00
258047,103.5,82.60,1160,2.208,48.8,7.65,9.23,100.1,4.7,0.0,28,0.00,0.00,0.00,0.00
258245,103.5,88.68,1143,2.484,48.8,7.65,9.23,100.1,5.9,0.0,28,0.00,0.00,0.00,0.00
258405,103.5,108.54,1113,2.944,48.8,7.65,9.23,100.1,8.2,0.0,28,0.00,0.00,0.00,0.00
258566,103.5,142.55,1130,3.608,48.8,7.65,9.23,100.1,9.4,0.0,25,0.00,0.00,0.00,0.00
258726,103.5,180.79,1106,4.348,48.8,5.40,9.23,100.1,9.8,0.0,25,0.00,0.00,0.00,0.00
258886,103.5,196.77,1108,5.108,48.8,4.87,9.23,100.1,10.2,0.0,25,0.00,0.00,0.00,0.00
259045,103.5,209.36,1101,5.676,48.8,4.19,6.44,100.1,10.9,0.0,25,0.00,0.00,0.00,0.00
259205,103.5,230.82,1107,6.124,48.8,3.43,5.68,100.1,10.9,0.0,25,0.00,0.00,0.00,0.00
259366,103.5,231.23,1093,6.648,48.8,2.58,4.83,100.1,10.9,0.0,25,0.00,0.00,0.00,0.00
259526,103.5,228.20,1071,6.768,48.8,1.72,3.96,100.1,10.9,0.0,25,0.00,0.00,0.00,0.00
259686,103.5,220.59,1108,6.652,48.8,0.80,3.05,100.1,10.9,0.0,24,0.00,0.00,0.00,0.00
259846,103.5,212.49,1111,6.552,48.8,1.88,2.10,100.1,10.5,0.0,24,0.00,0.00,0.00,0.00
260005,103.5,200.16,1110,6.516,48.8,2.80,4.45,100.1,9.4,0.0,24,0.00,0.00,0.00,0.00
260166,103.5,145.32,1118,5.144,48.8,3.67,5.17,100.1,2.0,0.0,24,0.00,0.00,0.00,0.00
260325,103.5,63.23,1120,4.260,48.8,4.45,5.17,100.1,0.0,0.0,24,0.00,0.00,0.00,0.00
260486,103.5,53.97,1132,3.592,48.8,4.93,5.17,100.1,0.0,0.0,24,0.00,0.00,0.00,0.00
260645,102.8,53.59,1140,3.196,48.8,4.93,5.17,100.1,0.0,0.0,24,0.00,0.00,0.00,0.00
260805,102.8,53.44,1143,2.876,48.8,4.93,5.17,100.1,0.0,0.0,24,0.00,0.00,0.00,0.00
260965,102.8,53.82,1135,2.564,48.8,4.93,2.98,100.1,0.0,0.0,24,0.00,0.00,0.00,0.00
261127,102.8,54.80,1140,2.320,48.8,4.93,2.54,100.1,0.0,0.0,24,0.00,0.00,0.00,0.00
261326,102.8,54.56,1145,2.100,48.8,4.93,1.99,100.1,0.0,0.0,24,0.00,0.00,0.00,0.00
261526,102.8,54.61,1144,1.944,48.8,2.91,1.44,100.1,0.0,0.0,24,0.00,0.00,0.00,0.00
261726,102.8,57.23,1140,1.856,48.8,2.36,3.11,100.1,2.7,0.0,25,0.00,0.00,0.00,0.00
261927,102.8,70.41,1124,1.896,48.8,1.81,3.66,100.1,3.5,0.0,25,0.00,0.00,0.00,0.00
262125,102.8,70.92,1155,2.008,48.8,3.88,4.21,100.1,3.9,0.0,25,0.00,0.00,0.00,0.00
262286,102.8,70.12,1188,2.060,48.8,4.32,4.65,100.1,5.5,0.0,25,0.00,0.00,0.00,0.00
262445,102.8,119.49,1197,3.092,48.8,4.76,5.09,100.1,9.8,0.0,25,0.00,0.00,0.00,0.00
262605,102.8,196.98,1135,4.252,48.8,5.08,5.56,100.1,10.5,0.0,26,0.00,0.00,0.00,0.00
262765,102.8,215.54,1179,5.260,48.8,5.08,5.69,100.1,10.5,0.0,26,0.00,0.00,0.00,0.00
262967,102.8,211.24,1203,6.028,48.8,5.08,5.69,100.1,10.5,0.0,26,0.00,0.00,0.00,0.00
263165,102.8,205.52,1223,6.156,48.8,2.30,3.19,100.1,10.5,0.0,26,0.00,0.00,0.00,0.00
263326,102.8,203.66,1241,6.124,48.8,1.38,2.27,100.1,10.5,0.0,26,0.00,0.00,0.00,0.00
263487,102.8,196.47,1258,6.012,48.8,0.43,1.31,100.1,10.5,0.0,26,0.00,0.00,0.00,0.00
263685,102.8,172.36,1281,5.732,49.5,2.09,3.69,100.1,8.6,0.0,27,0.00,0.00,0.00,0.00
263847,102.8,116.33,1301,5.128,49.5,2.84,4.22,100.1,4.3,0.0,27,0.00,0.00,0.00,0.00
264047,102.8,54.14,1308,3.592,49.5,2.84,4.22,100.1,0.0,0.0,27,0.00,0.00,0.00,0.00
264245,102.8,46.13,1324,2.840,49.5,2.84,4.22,100.1,0.0,0.0,27,0.00,0.00,0.00,0.00
264405,102.8,47.02,1329,2.468,49.5,2.84,4.22,100.1,0.0,0.0,27,0.00,0.00,0.00,0.00
264566,102.8,46.13,1324,2.084,49.5,2.84,2.15,100.1,0.0,0.0,30,0.00,0.00,0.00,0.00
264767,102.8,46.87,1333,1.752,49.5,0.49,1.51,100.1,0.0,0.0,30,0.00,0.00,0.00,0.00
264965,102.8,46.77,1336,1.600,49.5,-0.15,0.87,100.1,0.0,0.0,30,0.00,0.00,0.00,0.00
265126,102.8,46.77,1336,1.584,49.5,-0.66,0.36,100.1,0.0,0.0,30,0.00,0.00,0.00,0.00
265327,102.8,49.97,1334,1.556,49.5,0.85,2.45,100.1,2.7,0.0,30,0.00,0.00,0.00,0.00
265526,102.8,68.59,1336,1.812,49.5,1.49,3.09,100.1,6.2,0.0,30,0.00,0.00,0.00,0.00
265726,102.8,96.31,1341,2.176,49.5,2.13,3.73,100.1,7.8,0.0,30,0.00,0.00,0.00,0.00
265885,102.8,110.36,1359,2.888,49.5,2.64,4.24,100.1,8.2,0.0,30,0.00,0.00,0.00,0.00
266045,102.8,121.55,1348,3.220,49.5,3.12,4.79,100.9,8.2,0.0,30,0.00,0.00,0.00,0.00
266207,102.8,121.46,1372,3.424,49.5,3.12,4.97,100.9,8.2,0.0,30,0.00,0.00,0.00,0.00
266406,102.8,123.77,1380,3.584,49.5,3.12,2.17,100.9,8.6,0.0,30,0.00,0.00,0.00,0.00
266566,102.8,130.76,1391,3.732,49.5,3.12,1.58,100.9,9.0,0.0,31,0.00,0.00,0.00,0.00
266765,102.8,135.21,1407,3.784,49.5,0.38,0.84,100.9,9.0,0.0,31,0.00,0.00,0.00,0.00
