Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
439525,81.0,102.11,2543,3.052,34.5,1.97,5.44,73.0,49.5,0.0,8.2,78,0.00,0.00,0.00,0.00
439724,81.0,103.87,2540,3.124,34.5,4.05,3.88,73.0,49.5,0.0,8.2,78,0.00,0.00,0.00,0.00
439884,81.0,102.58,2545,3.160,34.5,5.29,2.64,73.0,49.5,0.0,8.2,78,0.00,0.00,0.00,0.00
440084,81.0,102.73,2541,3.200,34.5,6.54,5.81,73.0,49.5,0.0,8.2,78,0.00,0.00,0.00,0.00
440244,81.0,103.36,2539,3.120,34.5,3.82,7.05,73.0,49.5,0.0,8.2,78,0.00,0.00,0.00,0.00
440404,81.0,106.56,2541,3.176,34.5,2.57,7.44,73.0,49.5,0.4,9.4,77,0.00,0.00,0.00,0.00
440604,81.0,123.01,2540,3.596,34.5,3.23,3.99,73.0,48.8,0.4,9.8,77,0.00,0.00,0.00,0.00
440766,81.0,122.31,2543,3.728,34.5,4.55,2.67,73.0,48.8,0.4,9.8,77,0.00,0.00,0.00,0.00
440964,81.0,122.12,2547,3.660,34.5,2.54,1.02,73.0,48.8,0.4,9.8,77,0.00,0.00,0.00,0.00
441125,81.0,122.63,2548,3.624,34.5,1.22,2.41,73.0,48.8,0.4,9.8,77,0.00,0.00,0.00,0.00
441284,81.0,122.75,2545,3.668,34.5,2.44,3.73,73.0,48.8,0.4,9.0,77,0.00,0.00,0.00,0.00
441484,81.0,111.16,2548,3.548,34.5,4.09,5.38,73.0,48.8,0.0,8.6,78,0.00,0.00,0.00,0.00
441644,81.0,111.59,2551,3.496,34.5,5.38,5.95,73.0,48.8,0.0,8.6,78,0.00,0.00,0.00,0.00
441845,81.0,109.53,2548,3.336,35.2,3.12,2.61,73.8,48.8,0.0,8.6,78,0.00,0.00,0.00,0.00
442044,81.0,109.91,2552,3.348,35.2,3.80,5.31,73.8,48.8,0.0,8.6,78,0.00,0.00,0.00,0.00
442204,81.0,108.96,2549,3.372,35.2,5.05,6.56,73.8,48.8,0.0,8.6,78,0.00,0.00,0.00,0.00
442365,81.0,108.96,2549,3.424,35.2,6.29,7.33,73.8,48.8,0.0,8.6,78,0.00,0.00,0.00,0.00
442524,81.0,109.40,2551,3.420,35.2,6.60,4.61,73.8,48.8,0.0,8.6,78,0.00,0.00,0.00,0.00
442685,81.0,107.69,2553,3.300,35.2,3.42,3.37,73.8,48.8,0.0,8.2,78,0.00,0.00,0.00,0.00
442884,81.0,105.53,2553,3.160,35.2,1.86,4.82,73.8,48.8,0.0,8.2,78,0.00,0.00,0.00,0.00
443045,81.0,102.75,2554,3.080,35.2,0.61,6.07,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
443203,81.0,103.77,2556,3.140,35.2,3.78,3.82,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
443364,81.0,99.53,2553,3.124,35.2,5.03,2.57,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
443524,81.0,102.79,2553,3.172,35.2,6.27,4.80,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
443683,81.0,102.84,2552,3.164,35.2,6.51,6.05,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
443844,81.0,101.71,2553,3.064,35.2,3.24,6.59,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
444044,81.0,101.58,2556,3.012,35.2,1.68,3.33,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
444245,81.0,99.02,2552,3.020,35.2,2.67,1.77,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
444443,81.0,102.24,2553,3.080,35.2,4.23,4.63,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
444605,81.0,101.80,2551,3.112,35.2,5.32,5.87,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
444804,81.0,101.75,2552,3.056,35.2,2.99,6.81,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
444966,81.0,99.19,2548,3.016,35.2,1.74,4.01,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
445165,81.0,100.78,2549,3.024,35.2,2.42,2.45,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
445364,81.0,101.12,2554,3.064,35.2,3.98,4.06,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
445564,81.0,100.78,2549,3.116,35.2,5.53,5.62,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
445725,81.0,100.17,2551,3.108,35.2,5.69,6.87,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
445885,81.0,100.65,2552,3.060,35.2,3.36,4.69,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
446085,81.0,101.37,2548,3.008,35.2,1.80,3.13,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
446244,81.0,103.00,2548,3.080,35.2,3.57,4.12,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
446446,81.0,102.45,2548,3.136,35.2,5.12,5.68,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
446644,81.0,103.11,2545,3.140,35.2,5.43,6.46,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
446804,81.0,103.15,2544,3.144,35.2,5.43,3.50,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
446964,81.0,101.25,2551,3.044,35.2,2.40,2.26,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
447124,81.0,100.82,2548,3.008,35.2,1.16,4.34,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
447325,81.0,101.33,2549,3.080,35.2,4.01,5.89,73.8,48.8,0.0,7.8,78,0.00,0.00,0.00,0.00
447484,81.0,102.28,2552,3.456,35.2,5.26,6.67,74.6,48.8,0.0,9.4,78,0.00,0.00,0.00,0.00
447644,81.0,165.47,2551,4.536,35.2,5.57,4.00,74.6,48.8,1.6,11.7,78,0.00,0.00,0.00,0.00
447805,81.0,164.01,2557,4.972,35.2,5.57,2.36,74.6,48.8,1.6,11.7,78,0.00,0.00,0.00,0.00
447965,81.0,163.14,2562,4.856,35.2,2.92,0.61,74.6,48.8,1.6,11.7,78,0.00,0.00,0.00,0.00
448124,81.0,163.71,2570,4.864,35.2,1.16,0.86,74.6,48.8,2.0,11.7,78,0.00,0.00,0.00,0.00
448284,81.0,161.30,2574,4.796,35.2,-0.63,2.65,74.6,48.8,1.6,11.7,78,0.00,0.00,0.00,0.00
448445,81.0,163.82,2577,4.956,35.2,2.51,4.47,74.6,48.8,2.0,11.7,78,0.00,0.00,0.00,0.00
448645,81.0,162.61,2579,5.048,35.2,4.78,6.74,74.6,48.8,1.6,11.7,78,0.00,0.00,0.00,0.00
448804,81.0,161.28,2583,5.136,35.2,6.44,7.63,74.6,48.8,2.0,11.7,78,0.00,0.00,0.00,0.00
449004,81.0,161.02,2587,5.100,35.2,6.44,3.88,74.6,49.5,2.0,11.7,78,0.00,0.00,0.00,0.00
449164,81.0,160.34,2598,4.940,35.2,3.57,2.12,74.6,49.5,2.0,11.7,78,0.00,0.00,0.00,0.00
449364,81.0,161.70,2602,4.860,35.2,1.37,4.79,74.6,49.5,2.0,11.7,79,0.00,0.00,0.00,0.00
449524,81.0,158.90,2604,4.988,35.2,4.48,6.55,74.6,49.5,2.0,11.7,79,0.00,0.00,0.00,0.00
449725,81.0,159.67,2609,5.076,35.2,6.45,4.44,74.6,49.5,1.6,11.3,79,0.00,0.00,0.00,0.00
449925,81.0,155.53,2616,4.992,35.2,6.45,2.24,74.6,49.5,1.6,11.3,79,0.00,0.00,0.00,0.00
450126,81.8,130.95,2619,4.452,35.2,3.08,2.78,74.6,49.5,0.4,9.0,79,0.00,0.00,0.00,0.00
450324,81.8,106.82,2613,3.808,35.2,1.13,3.59,74.6,49.5,0.0,7.4,79,0.00,0.00,0.00,0.00
450525,81.8,88.53,2619,3.100,35.2,-0.59,0.32,74.6,49.5,0.0,5.9,80,0.00,0.00,0.00,0.00
450686,81.8,82.41,2612,2.704,35.2,-1.90,-0.99,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
450885,81.8,81.77,2615,2.372,35.2,-3.36,-2.44,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
451086,81.8,82.94,2612,2.392,35.2,-0.02,0.76,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
451284,81.8,80.39,2608,2.388,35.2,1.36,2.13,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
451445,81.8,81.14,2601,2.408,35.2,2.46,3.23,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
451645,81.8,81.45,2608,2.432,35.2,3.69,4.60,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
451844,81.8,80.52,2604,2.432,35.2,3.69,5.15,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
452005,81.8,82.05,2589,2.428,35.2,3.69,5.15,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
452165,81.8,80.99,2589,2.356,35.2,0.83,2.29,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
452324,81.8,80.95,2590,2.320,35.2,-0.27,1.19,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
452524,81.8,80.35,2592,2.372,35.2,2.14,3.88,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
452684,81.8,79.57,2583,2.400,35.2,3.19,4.92,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
452884,81.8,80.16,2581,2.420,35.2,4.39,6.27,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
453084,81.8,82.03,2573,2.424,35.2,4.39,6.33,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
453245,81.8,79.27,2575,2.428,35.2,4.39,6.33,74.6,49.5,0.0,5.5,80,0.00,0.00,0.00,0.00
453405,81.8,79.91,2572,2.364,35.2,1.58,3.96,74.6,49.5,0.0,4.7,78,0.00,0.00,0.00,0.00
453604,81.8,79.57,2565,2.320,35.2,0.29,2.68,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
453764,81.8,76.96,2562,2.236,35.2,-0.73,1.65,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
453924,81.8,74.27,2561,2.256,35.2,2.04,0.63,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
454085,81.8,75.25,2565,2.252,35.2,3.07,3.28,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
454284,81.8,75.08,2552,2.268,35.2,4.22,4.56,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
454485,81.8,73.76,2560,2.268,35.2,4.22,5.84,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
454645,81.8,75.71,2549,2.252,35.2,4.22,6.87,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
454843,81.8,74.21,2545,2.176,35.2,1.21,7.63,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
455006,81.8,75.29,2545,2.212,35.2,3.35,7.63,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
455204,81.8,74.53,2534,2.244,35.2,4.63,7.63,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
455365,81.8,75.99,2540,2.268,35.2,5.66,5.01,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
455564,81.8,73.80,2540,2.300,35.2,6.81,6.38,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
455724,81.8,74.63,2530,2.292,35.2,6.81,7.40,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
455925,81.8,74.61,2531,2.300,35.2,6.81,8.62,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
456124,81.8,74.53,2534,2.240,35.2,3.86,8.62,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
456286,81.8,74.59,2532,2.212,35.2,2.84,8.62,74.6,49.5,0.0,4.3,78,0.00,0.00,0.00,0.00
456444,81.8,74.23,2525,2.188,35.2,1.81,6.44,74.6,49.5,0.0,3.9,77,0.00,0.00,0.00,0.00
456604,81.8,73.97,2515,2.236,35.2,4.46,5.42,74.6,49.5,0.0,3.5,77,0.00,0.00,0.00,0.00
456765,81.8,70.03,2518,2.212,35.2,5.49,6.53,74.6,49.5,0.0,3.5,77,0.00,0.00,0.00,0.00
456964,81.8,70.20,2512,2.160,35.2,6.13,7.81,74.6,49.5,0.0,3.5,77,0.00,0.00,0.00,0.00
457125,81.8,69.91,2503,2.140,35.2,6.13,8.64,74.6,49.5,0.0,3.5,77,0.00,0.00,0.00,0.00
457324,81.8,69.69,2510,2.128,35.2,6.13,8.64,74.6,49.5,0.0,3.5,77,0.00,0.00,0.00,0.00
457525,81.8,69.95,2501,2.040,35.2,2.73,8.64,74.6,49.5,0.0,3.5,77,0.00,0.00,0.00,0.00
457725,81.8,73.85,2501,2.116,35.2,4.87,5.89,74.6,49.5,0.0,5.5,77,0.00,0.00,0.00,0.00
457925,81.8,85.33,2506,2.384,35.2,6.15,7.64,74.6,49.5,0.0,6.6,77,0.00,0.00,0.00,0.00
458124,81.8,92.64,2488,2.740,35.2,7.50,8.99,74.6,49.5,0.0,7.4,77,0.00,0.00,0.00,0.00
458284,81.8,105.40,2490,3.068,35.2,8.64,10.13,74.6,49.5,0.0,9.0,77,0.00,0.00,0.00,0.00
458445,81.8,118.22,2490,3.512,35.2,8.64,10.50,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
458605,81.8,120.97,2491,3.768,35.2,8.64,10.50,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
458765,81.8,119.81,2492,3.736,35.2,5.80,8.24,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
458964,81.8,120.13,2497,3.712,36.0,4.15,6.59,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
459124,81.8,122.54,2493,3.648,36.0,2.83,5.28,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
459283,81.8,120.72,2496,3.612,36.0,1.52,3.96,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
459444,81.8,122.20,2500,3.712,36.0,3.89,5.68,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
459605,81.8,119.74,2493,3.736,36.0,5.21,6.99,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
459765,81.8,121.88,2495,3.760,36.0,5.71,7.24,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
459923,81.8,120.68,2497,3.764,36.0,5.71,7.24,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
460085,81.8,120.06,2498,3.680,36.0,3.28,4.49,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
460245,81.8,120.63,2498,3.608,36.0,1.96,3.17,74.6,49.5,0.4,9.4,76,0.00,0.00,0.00,0.00
460444,81.8,120.06,2498,3.692,36.0,4.01,6.04,75.4,50.2,0.4,9.4,76,0.00,0.00,0.00,0.00
460604,81.8,120.32,2493,3.692,36.0,5.33,7.20,75.4,50.2,0.4,9.4,76,0.00,0.00,0.00,0.00
460764,81.8,116.65,2500,3.712,36.0,5.91,7.20,75.4,50.2,0.0,9.0,76,0.00,0.00,0.00,0.00
460925,81.8,116.65,2500,3.652,36.0,5.91,7.20,75.4,50.2,0.0,9.0,76,0.00,0.00,0.00,0.00
461084,81.8,109.55,2497,3.468,36.0,3.57,4.11,75.4,50.2,0.0,7.0,76,0.00,0.00,0.00,0.00
461244,81.8,86.05,2501,3.056,36.0,2.30,2.84,75.4,50.2,0.0,5.9,76,0.00,0.00,0.00,0.00
461405,81.8,83.98,2497,2.776,36.0,1.08,1.63,75.4,50.2,0.0,5.9,76,0.00,0.00,0.00,0.00
461606,81.8,82.75,2500,2.540,36.0,-0.34,0.21,75.4,50.2,0.0,5.9,76,0.00,0.00,0.00,0.00
461804,81.8,83.45,2496,2.408,36.0,-1.71,0.94,75.4,50.2,0.0,5.9,76,0.00,0.00,0.00,0.00
461965,81.8,82.83,2498,2.448,36.0,0.53,2.04,75.4,50.2,0.0,5.9,76,0.00,0.00,0.00,0.00
462126,81.8,83.72,2488,2.436,36.0,1.63,3.14,75.4,50.2,0.0,5.9,76,0.00,0.00,0.00,0.00
462325,81.8,67.47,2490,2.384,36.0,3.00,4.51,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
462484,81.8,59.59,2470,2.152,36.0,3.71,5.21,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
462644,81.8,59.01,2470,1.952,36.0,3.71,5.21,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
462804,81.8,58.99,2471,1.836,36.0,3.71,5.21,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
462965,81.8,59.06,2469,1.732,36.0,1.34,5.21,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
463165,81.8,59.52,2449,1.688,36.0,0.06,2.01,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
463364,81.8,58.38,2450,1.700,36.0,0.06,0.00,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
463525,82.5,59.27,2436,1.692,36.0,0.00,0.00,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
463685,82.5,58.89,2429,1.688,36.0,0.00,0.00,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
463845,82.5,57.89,2422,1.684,36.0,0.00,0.00,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
464006,82.5,57.06,2409,1.668,36.0,0.00,0.00,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
464205,82.5,57.85,2400,1.664,36.0,0.00,0.00,75.4,50.2,0.0,0.0,76,0.00,0.00,0.00,0.00
464364,82.5,58.06,2391,1.664,36.0,0.00,0.00,75.4,50.2,0.0,0.0,74,0.00,0.00,0.00,0.00
464525,82.5,57.09,2384,1.656,36.0,0.00,0.00,75.4,50.2,0.0,0.0,74,0.00,0.00,0.00,0.00
464684,82.5,57.34,2373,1.656,36.0,0.00,0.00,75.4,50.2,0.0,0.0,74,0.00,0.00,0.00,0.00
464845,82.5,57.51,2366,1.656,36.0,0.00,0.00,75.4,50.2,0.0,0.0,74,0.00,0.00,0.00,0.00
465004,82.5,56.62,2354,1.648,36.0,0.00,0.00,75.4,50.2,0.0,0.0,74,0.00,0.00,0.00,0.00
465204,82.5,56.77,2348,1.640,36.0,0.00,0.00,75.4,50.2,0.0,0.0,74,0.00,0.00,0.00,0.00
465364,82.5,57.06,2336,1.640,36.0,0.00,0.00,75.4,50.2,0.0,0.0,72,0.00,0.00,0.00,0.00
465524,82.5,55.43,2329,1.644,36.0,0.00,0.00,75.4,50.2,0.0,0.0,72,0.00,0.00,0.00,0.00
465685,82.5,56.28,2319,1.632,36.0,0.00,0.00,75.4,50.2,0.0,0.0,72,0.00,0.00,0.00,0.00
465845,82.5,56.60,2306,1.628,36.0,0.00,0.00,75.4,50.2,0.0,0.0,72,0.00,0.00,0.00,0.00
466005,82.5,56.17,2299,1.632,36.0,0.00,0.00,75.4,50.2,0.0,0.0,72,0.00,0.00,0.00,0.00
466206,82.5,55.22,2288,1.620,36.0,0.00,0.00,75.4,50.2,0.0,0.0,72,0.00,0.00,0.00,0.00
466404,82.5,55.56,2274,1.612,36.0,0.00,0.00,75.4,50.2,0.0,0.0,70,0.00,0.00,0.00,0.00
466564,82.5,54.56,2265,1.600,36.0,0.00,0.00,75.4,50.2,0.0,0.0,70,0.00,0.00,0.00,0.00
466725,82.5,54.69,2259,1.592,36.0,0.00,0.00,75.4,50.2,0.0,0.0,70,0.00,0.00,0.00,0.00
466924,82.5,54.99,2247,1.588,36.0,0.00,0.00,75.4,50.2,0.0,0.0,70,0.00,0.00,0.00,0.00
467084,82.5,53.97,2238,1.592,36.0,0.00,0.00,75.4,50.2,0.0,0.0,70,0.00,0.00,0.00,0.00
467244,82.5,54.73,2232,1.588,36.0,0.00,0.00,75.4,50.2,0.0,0.0,70,0.00,0.00,0.00,0.00
467405,82.5,54.35,2222,1.580,36.0,0.00,0.00,75.4,50.2,0.0,0.0,69,0.00,0.00,0.00,0.00
467604,82.5,54.69,2209,1.560,36.0,0.00,0.00,75.4,50.2,0.0,0.0,69,0.00,0.00,0.00,0.00
467764,82.5,53.82,2193,1.564,36.0,0.00,0.00,75.4,50.2,0.0,0.0,69,0.00,0.00,0.00,0.00
467924,82.5,53.86,2191,1.556,36.0,0.00,0.00,76.2,50.2,0.0,0.0,69,0.00,0.00,0.00,0.00
468085,82.5,52.76,2184,1.548,36.0,0.00,0.00,76.2,50.2,0.0,0.0,69,0.00,0.00,0.00,0.00
468244,82.5,54.33,2172,1.552,36.0,0.00,0.00,76.2,50.2,0.0,0.0,69,0.00,0.00,0.00,0.00
468405,82.5,53.25,2164,1.540,36.0,0.00,0.00,76.2,50.2,0.0,0.0,67,0.00,0.00,0.00,0.00
468605,82.5,53.57,2151,1.540,36.0,0.00,0.00,76.2,50.2,0.0,0.0,67,0.00,0.00,0.00,0.00
468764,82.5,53.76,2144,1.540,36.0,0.00,0.00,76.2,50.2,0.0,0.0,67,0.00,0.00,0.00,0.00
468924,82.5,53.29,2136,1.544,36.0,0.00,0.00,76.2,50.2,0.0,0.0,67,0.00,0.00,0.00,0.00
469125,82.5,54.25,2124,1.536,36.0,0.00,0.00,76.2,50.2,0.0,0.0,67,0.00,0.00,0.00,0.00
469325,82.5,53.25,2112,1.544,36.0,0.00,0.00,76.2,50.2,0.0,0.0,67,0.00,0.00,0.00,0.00
469485,82.5,53.40,2106,1.536,36.0,0.00,0.00,76.2,50.2,0.0,0.0,65,0.00,0.00,0.00,0.00
469645,82.5,53.10,2092,1.520,36.0,0.00,0.00,76.2,50.2,0.0,0.0,65,0.00,0.00,0.00,0.00
469804,82.5,53.23,2087,1.512,36.0,0.00,0.00,76.2,50.2,0.0,0.0,65,0.00,0.00,0.00,0.00
469964,82.5,52.83,2076,1.512,36.0,0.00,0.00,76.2,50.2,0.0,0.0,65,0.00,0.00,0.00,0.00
470124,82.5,53.00,2070,1.504,36.0,0.00,0.00,76.2,50.2,0.0,0.0,65,0.00,0.00,0.00,0.00
470285,82.5,53.23,2061,1.504,36.0,0.00,0.00,76.2,50.2,0.0,0.0,65,0.00,0.00,0.00,0.00
470484,82.5,53.42,2053,1.512,36.0,0.00,0.00,76.2,50.2,0.0,0.0,63,0.00,0.00,0.00,0.00
470644,82.5,52.93,2046,1.512,36.0,0.00,0.00,76.2,50.2,0.0,0.0,63,0.00,0.00,0.00,0.00
470805,82.5,52.51,2036,1.508,36.0,0.00,0.00,76.2,50.2,0.0,0.0,63,0.00,0.00,0.00,0.00
471004,82.5,52.78,2025,1.492,36.0,0.00,0.00,76.2,50.2,0.0,0.0,63,0.00,0.00,0.00,0.00
471164,82.5,53.06,2015,1.480,36.0,0.00,0.00,76.2,50.2,0.0,0.0,63,0.00,0.00,0.00,0.00
471324,82.5,51.81,2010,1.484,36.0,0.00,0.00,76.2,50.2,0.0,0.0,63,0.00,0.00,0.00,0.00
471485,82.5,52.04,2001,1.480,36.0,0.00,0.00,76.2,50.2,0.0,0.0,62,0.00,0.00,0.00,0.00
471643,82.5,51.58,1992,1.476,36.0,0.00,0.00,76.2,50.2,0.0,0.0,62,0.00,0.00,0.00,0.00
471804,82.5,51.11,1983,1.464,36.0,0.00,0.00,76.2,50.2,0.0,0.0,62,0.00,0.00,0.00,0.00
471965,82.5,49.97,1973,1.456,36.0,0.00,0.00,76.2,50.2,0.0,0.0,62,0.00,0.00,0.00,0.00
472165,82.5,48.82,1962,1.412,36.0,0.00,0.00,76.2,50.2,0.0,0.0,62,0.00,0.00,0.00,0.00
472325,82.5,48.95,1957,1.404,36.0,0.00,0.00,76.2,50.2,0.0,0.0,62,0.00,0.00,0.00,0.00
472484,82.5,49.08,1952,1.404,36.0,0.00,0.00,76.2,50.2,0.0,0.0,61,0.00,0.00,0.00,0.00
472645,82.5,47.97,1939,1.376,36.0,0.00,0.00,76.2,50.2,0.0,0.0,61,0.00,0.00,0.00,0.00
472844,82.5,47.49,1930,1.360,36.0,0.00,0.00,76.2,50.2,0.0,0.0,61,0.00,0.00,0.00,0.00
473004,82.5,47.70,1921,1.352,36.0,0.00,0.00,76.2,50.2,0.0,0.0,61,0.00,0.00,0.00,0.00
473165,82.5,46.34,1917,1.324,36.0,0.00,0.00,76.2,50.2,0.0,0.0,61,0.00,0.00,0.00,0.00
473324,82.5,46.00,1901,1.320,36.0,0.00,0.00,76.2,50.2,0.0,0.0,61,0.00,0.00,0.00,0.00
473484,82.5,46.26,1891,1.312,36.0,0.00,0.00,76.2,49.5,0.0,0.0,59,0.00,0.00,0.00,0.00
473645,82.5,46.09,1898,1.300,36.0,0.00,0.00,76.2,49.5,0.0,0.0,59,0.00,0.00,0.00,0.00
473844,82.5,45.01,1882,1.268,36.0,0.00,0.00,76.2,49.5,0.0,0.0,59,0.00,0.00,0.00,0.00
474045,82.5,43.80,1870,1.252,36.0,0.00,0.00,76.2,49.5,0.0,0.0,59,0.00,0.00,0.00,0.00
474204,82.5,43.99,1862,1.252,36.0,0.00,0.00,76.2,49.5,0.0,0.0,59,0.00,0.00,0.00,0.00
474365,82.5,44.10,1858,1.240,36.0,0.00,0.00,76.2,49.5,0.0,0.0,57,0.00,0.00,0.00,0.00
474526,82.5,43.55,1849,1.224,36.0,0.00,0.00,76.2,49.5,0.0,0.0,57,0.00,0.00,0.00,0.00
474724,82.5,43.88,1835,1.220,36.0,0.00,0.00,76.2,49.5,0.0,0.0,57,0.00,0.00,0.00,0.00
474885,82.5,43.40,1824,1.224,36.0,0.00,0.00,76.2,49.5,0.0,0.0,57,0.00,0.00,0.00,0.00
475084,82.5,42.97,1809,1.208,36.0,0.00,0.00,76.2,49.5,0.0,0.0,57,0.00,0.00,0.00,0.00
475245,82.5,42.40,1801,1.192,36.0,0.00,0.00,76.2,49.5,0.0,0.0,57,0.00,0.00,0.00,0.00
475404,82.5,42.59,1793,1.200,36.0,0.00,0.00,76.2,49.5,0.0,0.4,55,0.00,0.00,0.00,0.00
475565,82.5,42.66,1790,1.176,36.0,0.00,0.00,76.2,49.5,0.0,0.4,55,0.00,0.00,0.00,0.00
475724,82.5,42.00,1785,1.176,36.0,0.00,0.00,76.2,49.5,0.0,0.0,55,0.00,0.00,0.00,0.00
475885,82.5,41.51,1773,1.172,36.0,0.00,0.00,76.2,49.5,0.0,0.0,55,0.00,0.00,0.00,0.00
476046,81.8,41.87,1757,1.168,36.0,0.00,0.00,76.2,49.5,0.0,0.0,55,0.00,0.00,0.00,0.00
476244,81.8,39.60,1753,1.132,36.0,0.00,0.00,76.2,49.5,0.0,0.0,55,0.00,0.00,0.00,0.00
476405,81.8,39.77,1745,1.124,36.0,0.00,0.00,76.2,49.5,0.0,0.0,54,0.00,0.00,0.00,0.00
476606,81.8,39.90,1740,1.112,36.0,0.00,0.00,76.2,49.5,0.0,0.0,54,0.00,0.00,0.00,0.00
